gene	ko_id
935_SemiBin_192_contig_3011944_58	K04079
935_SemiBin_192_contig_3011944_62	K10907
935_SemiBin_192_contig_3011944_63	K07448
935_SemiBin_192_contig_3011944_67	K06223
935_SemiBin_192_contig_3011944_68	K01155
935_SemiBin_192_contig_3011944_70	K00571
935_SemiBin_192_contig_3011945_6	K09761
935_SemiBin_192_contig_3011945_7	K19689
935_SemiBin_192_contig_3011946_2	K03722
935_SemiBin_192_contig_3011946_3	K07816
935_SemiBin_192_contig_3011946_6	K01448
935_SemiBin_192_contig_3011946_8	K07257
935_SemiBin_192_contig_3011946_11	K03601
935_SemiBin_192_contig_3011946_12	K03602
935_SemiBin_192_contig_3011946_13	K03572
935_SemiBin_192_contig_3011946_17	K07096
935_SemiBin_192_contig_3011946_19	K07315
935_SemiBin_192_contig_3011946_20	K04749
935_SemiBin_192_contig_3011946_22	K08974
935_SemiBin_192_contig_3011946_30	K07568
935_SemiBin_192_contig_3011946_31	K03551
935_SemiBin_192_contig_3011946_32	K03550
935_SemiBin_192_contig_3011946_33	K01159
935_SemiBin_192_contig_3011946_35	K18189
935_SemiBin_192_contig_3011946_37	K08316
935_SemiBin_192_contig_3011946_40	K06941
935_SemiBin_192_contig_3011946_42	K01703
935_SemiBin_192_contig_3011946_43	K01704
935_SemiBin_192_contig_3011946_46	K03699
935_SemiBin_192_contig_3011946_47	K01924
935_SemiBin_192_contig_3011946_49	K02395
935_SemiBin_192_contig_3011946_50	K02392
935_SemiBin_192_contig_3011946_51	K02391
935_SemiBin_192_contig_3011946_52	K07149
935_SemiBin_192_contig_3011946_53	K00975
935_SemiBin_192_contig_3011946_54	K07714
935_SemiBin_192_contig_3011946_57	K03558
935_SemiBin_192_contig_3011946_58	K02563
935_SemiBin_192_contig_3011946_62	K02390
935_SemiBin_192_contig_3011946_63	K02389
935_SemiBin_192_contig_3011946_64	K02414
935_SemiBin_192_contig_3011946_65	K02383
935_SemiBin_192_contig_3011946_67	K00844
935_SemiBin_192_contig_3011946_68	K11753
935_SemiBin_192_contig_3011946_69	K03177
935_SemiBin_192_contig_3011946_70	K02834
935_SemiBin_192_contig_3011946_71	K02519
935_SemiBin_192_contig_3011946_72	K02600
935_SemiBin_192_contig_3011946_73	K09748
935_SemiBin_192_contig_3011946_76	K07733
935_SemiBin_192_contig_3011946_79	K07089
935_SemiBin_192_contig_3011946_80	K03892
935_SemiBin_192_contig_3011948_5	K01695
935_SemiBin_192_contig_3011948_6	K01696
935_SemiBin_192_contig_3011948_8	K13497
935_SemiBin_192_contig_3011948_9	K01657
935_SemiBin_192_contig_3011948_10	K01989
935_SemiBin_192_contig_3011948_11	K05832
935_SemiBin_192_contig_3011948_12	K05833
935_SemiBin_192_contig_3011950_2	K22278
935_SemiBin_192_contig_3011950_6	K09125
935_SemiBin_192_contig_3011950_7	K01104
935_SemiBin_192_contig_3011950_8	K01953
935_SemiBin_192_contig_3011950_10	K03320
935_SemiBin_192_contig_3011950_11	K01915
935_SemiBin_192_contig_3011950_12	K01939
935_SemiBin_192_contig_3011950_13	K18828
935_SemiBin_192_contig_3011950_15	K10206
935_SemiBin_192_contig_3011950_17	K06518
935_SemiBin_192_contig_3011950_18	K03147
935_SemiBin_192_contig_3011950_24	K01956
935_SemiBin_192_contig_3011950_25	K01955
935_SemiBin_192_contig_3011951_3	K07486
935_SemiBin_192_contig_3011951_5	K19167
935_SemiBin_192_contig_3011952_5	K03077
935_SemiBin_192_contig_3011952_8	K03530
935_SemiBin_192_contig_3011952_9	K10843
935_SemiBin_192_contig_3011952_11	K06987
935_SemiBin_192_contig_3011952_12	K06987
935_SemiBin_192_contig_3011952_20	K03411
935_SemiBin_192_contig_3011952_27	K07139
935_SemiBin_192_contig_3011952_31	K00262
935_SemiBin_192_contig_3011953_1	K06200
935_SemiBin_192_contig_3011953_4	K02483
935_SemiBin_192_contig_3011953_6	K01596
935_SemiBin_192_contig_3011954_2	K00948
935_SemiBin_192_contig_3011954_7	K19157
935_SemiBin_192_contig_3011954_8	K07473
935_SemiBin_192_contig_3011954_10	K03406
935_SemiBin_192_contig_3011954_13	K01495
935_SemiBin_192_contig_3011954_14	K01129
935_SemiBin_192_contig_3011954_19	K03579
935_SemiBin_192_contig_3011954_21	K03671
935_SemiBin_192_contig_3011954_22	K02406
935_SemiBin_192_contig_3011954_23	K01181
935_SemiBin_192_contig_3011954_24	K06123
935_SemiBin_192_contig_3011954_25	K01209
935_SemiBin_192_contig_3011954_27	K00764
935_SemiBin_192_contig_3011954_29	K01945
935_SemiBin_192_contig_3011954_31	K01915
935_SemiBin_192_contig_3011954_35	K02340
935_SemiBin_192_contig_3011954_36	K01356
935_SemiBin_192_contig_3011954_37	K02784
935_SemiBin_192_contig_3011954_38	K06023
935_SemiBin_192_contig_3011954_47	K00571
935_SemiBin_192_contig_3011955_2	K01056
935_SemiBin_192_contig_3011955_5	K02835
935_SemiBin_192_contig_3011955_6	K06872
935_SemiBin_192_contig_3011955_7	K08988
935_SemiBin_192_contig_3011955_8	K03744
935_SemiBin_192_contig_3011955_11	K03784
935_SemiBin_192_contig_3011955_14	K01586
935_SemiBin_192_contig_3011955_15	K22132
935_SemiBin_192_contig_3011955_17	K06972
935_SemiBin_192_contig_3011955_19	K03502
935_SemiBin_192_contig_3011955_22	K03324
935_SemiBin_192_contig_3011955_23	K09163
935_SemiBin_192_contig_3011955_26	K02039
935_SemiBin_192_contig_3011955_27	K02036
935_SemiBin_192_contig_3011955_28	K02038
935_SemiBin_192_contig_3011955_29	K02037
935_SemiBin_192_contig_3011955_30	K02040
935_SemiBin_192_contig_3011955_31	K02343
935_SemiBin_192_contig_3011955_32	K09747
935_SemiBin_192_contig_3011955_33	K06187
935_SemiBin_192_contig_3011955_35	K01091
935_SemiBin_192_contig_3011955_37	K03702
935_SemiBin_192_contig_3011955_39	K02902
935_SemiBin_192_contig_3011955_40	K06167
935_SemiBin_192_contig_3011955_41	K00948
935_SemiBin_192_contig_3011956_1	K19824
935_SemiBin_192_contig_3011956_2	K01937
935_SemiBin_192_contig_3011956_3	K01626
935_SemiBin_192_contig_3011956_6	K03775
935_SemiBin_192_contig_3011956_7	K22074
935_SemiBin_192_contig_3011956_8	K06976
935_SemiBin_192_contig_3011956_9	K11928
935_SemiBin_192_contig_3011956_10	K09157
935_SemiBin_192_contig_3011956_12	K05776
935_SemiBin_192_contig_3011956_16	K06346
935_SemiBin_192_contig_3011956_17	K03217
935_SemiBin_192_contig_3011956_18	K08998
935_SemiBin_192_contig_3011956_19	K03536
935_SemiBin_192_contig_3011956_20	K02914
935_SemiBin_192_contig_3011956_22	K03629
935_SemiBin_192_contig_3011956_23	K02338
935_SemiBin_192_contig_3011956_24	K02313
935_SemiBin_192_contig_3011956_25	K02470
935_SemiBin_192_contig_3011956_26	K02469
935_SemiBin_192_contig_3011956_29	K06298
935_SemiBin_192_contig_3011956_30	K07729
935_SemiBin_192_contig_3011956_31	K06959
935_SemiBin_192_contig_3011956_32	K14682
935_SemiBin_192_contig_3011956_33	K09765
935_SemiBin_192_contig_3011956_34	K07574
935_SemiBin_192_contig_3011956_39	K02078
935_SemiBin_192_contig_3011956_40	K02078
935_SemiBin_192_contig_3011956_45	K03634
935_SemiBin_192_contig_3011956_47	K03101
935_SemiBin_192_contig_3011956_50	K06901
935_SemiBin_192_contig_3011956_52	K00147
935_SemiBin_192_contig_3011956_53	K01193
935_SemiBin_192_contig_3011956_54	K00931
935_SemiBin_192_contig_3011956_55	K00874
935_SemiBin_192_contig_3011956_56	K07079
935_SemiBin_192_contig_3011956_58	K08602
935_SemiBin_192_contig_3011956_59	K01243
935_SemiBin_192_contig_3011956_60	K06020
935_SemiBin_192_contig_3011956_62	K01768
935_SemiBin_192_contig_3011956_63	K00878
935_SemiBin_192_contig_3011956_64	K00788
935_SemiBin_192_contig_3011956_65	K00941
935_SemiBin_192_contig_3011956_66	K23242
935_SemiBin_192_contig_3011957_3	K00571
935_SemiBin_192_contig_3011957_4	K00078
935_SemiBin_192_contig_3011958_2	K07727
935_SemiBin_192_contig_3011958_6	K06877
935_SemiBin_192_contig_3011958_9	K04095
935_SemiBin_192_contig_3011958_10	K05919
935_SemiBin_192_contig_3011959_3	K02968
935_SemiBin_192_contig_3011959_6	K03628
935_SemiBin_192_contig_3011959_7	K02909
935_SemiBin_192_contig_3011959_8	K02956
935_SemiBin_192_contig_3011959_9	K00962
935_SemiBin_192_contig_3011959_10	K01520
935_SemiBin_192_contig_3011959_11	K07091
935_SemiBin_192_contig_3011959_12	K11720
935_SemiBin_192_contig_3011959_13	K00773
935_SemiBin_192_contig_3011959_16	K03578
935_SemiBin_192_contig_3011959_18	K08177
935_SemiBin_192_contig_3011959_24	K01893
935_SemiBin_192_contig_3011960_2	K19302
935_SemiBin_192_contig_3011960_6	K03824
935_SemiBin_192_contig_3011960_12	K13292
935_SemiBin_192_contig_3011960_15	K01489
935_SemiBin_192_contig_3011960_16	K00662
935_SemiBin_192_contig_3011960_28	K03723
935_SemiBin_192_contig_3011960_33	K06180
935_SemiBin_192_contig_3011960_35	K06997
935_SemiBin_192_contig_3011960_36	K02528
935_SemiBin_192_contig_3011960_38	K03215
935_SemiBin_192_contig_3011960_41	K02314
935_SemiBin_192_contig_3011960_42	K02939
935_SemiBin_192_contig_3011960_43	K02963
935_SemiBin_192_contig_3011960_44	K03111
935_SemiBin_192_contig_3011960_45	K02990
935_SemiBin_192_contig_3011960_46	K02238
935_SemiBin_192_contig_3011960_51	K25151
935_SemiBin_192_contig_3011960_53	K00784
935_SemiBin_192_contig_3011960_55	K01874
935_SemiBin_192_contig_3011960_56	K22451
935_SemiBin_192_contig_3011960_64	K09775
935_SemiBin_192_contig_3011960_67	K07258
935_SemiBin_192_contig_3011960_68	K03685
935_SemiBin_192_contig_3011960_69	K02078
935_SemiBin_192_contig_3011960_70	K02911
935_SemiBin_192_contig_3011960_71	K00954
935_SemiBin_192_contig_3011960_74	K06287
935_SemiBin_192_contig_3011960_75	K02967
935_SemiBin_192_contig_3011960_76	K02357
935_SemiBin_192_contig_3011960_77	K02838
935_SemiBin_192_contig_3011960_78	K00806
935_SemiBin_192_contig_3011960_79	K00981
935_SemiBin_192_contig_3011960_80	K00099
935_SemiBin_192_contig_3011960_81	K11749
935_SemiBin_192_contig_3011960_83	K00703
935_SemiBin_192_contig_3011960_84	K11358
935_SemiBin_192_contig_3011961_5	K23518
935_SemiBin_192_contig_3011961_7	K03972
935_SemiBin_192_contig_3011961_11	K15034
935_SemiBin_192_contig_3011961_12	K03427
935_SemiBin_192_contig_3011961_18	K01154
935_SemiBin_192_contig_3011961_22	K06926
935_SemiBin_192_contig_3011961_25	K07133
935_SemiBin_192_contig_3011961_26	K01153
935_SemiBin_192_contig_3011961_31	K04758
935_SemiBin_192_contig_3011961_32	K04758
935_SemiBin_192_contig_3011961_33	K04759
935_SemiBin_192_contig_3011963_1	K02406
935_SemiBin_192_contig_3011963_2	K01756
935_SemiBin_192_contig_3011964_1	K01358
935_SemiBin_192_contig_3011964_5	K07095
935_SemiBin_192_contig_3011964_7	K03495
935_SemiBin_192_contig_3011964_8	K26937
935_SemiBin_192_contig_3011964_15	K00973
935_SemiBin_192_contig_3011964_16	K01710
935_SemiBin_192_contig_3011964_18	K13018
935_SemiBin_192_contig_3011964_35	K19422
935_SemiBin_192_contig_3011964_42	K08602
935_SemiBin_192_contig_3011964_45	K06158
935_SemiBin_192_contig_3011964_46	K09003
935_SemiBin_192_contig_3011964_47	K03703
935_SemiBin_192_contig_3011964_51	K03980
935_SemiBin_192_contig_3011964_55	K03469
935_SemiBin_192_contig_3011964_58	K04077
935_SemiBin_192_contig_3011964_63	K01887
935_SemiBin_192_contig_3011964_65	K02033
935_SemiBin_192_contig_3011964_66	K02034
935_SemiBin_192_contig_3011964_68	K03720
935_SemiBin_192_contig_3011965_5	K04069
935_SemiBin_192_contig_3011965_7	K21636
935_SemiBin_192_contig_3011965_8	K07738
935_SemiBin_192_contig_3011965_9	K03820
935_SemiBin_192_contig_3011965_11	K03787
935_SemiBin_192_contig_3011965_14	K02346
935_SemiBin_192_contig_3011965_16	K00928
935_SemiBin_192_contig_3011965_17	K00215
935_SemiBin_192_contig_3011965_20	K18707
935_SemiBin_192_contig_3011965_21	K06217
935_SemiBin_192_contig_3011965_22	K07037
935_SemiBin_192_contig_3011965_23	K07042
935_SemiBin_192_contig_3011965_27	K02836
935_SemiBin_192_contig_3011965_29	K03110
935_SemiBin_192_contig_3011965_31	K09808
935_SemiBin_192_contig_3011965_33	K09808
935_SemiBin_192_contig_3011965_34	K19411
935_SemiBin_192_contig_3011965_35	K19405
935_SemiBin_192_contig_3011965_37	K00835
935_SemiBin_192_contig_3011965_40	K03470
935_SemiBin_192_contig_3011965_42	K04487
935_SemiBin_192_contig_3011965_43	K01735
935_SemiBin_192_contig_3011965_45	K00943
935_SemiBin_192_contig_3011965_46	K09800
935_SemiBin_192_contig_3011965_47	K07277
935_SemiBin_192_contig_3011965_48	K06142
935_SemiBin_192_contig_3011965_49	K03555
935_SemiBin_192_contig_3011965_50	K02242
935_SemiBin_192_contig_3011965_51	K03408
935_SemiBin_192_contig_3011965_53	K00858
935_SemiBin_192_contig_3011965_54	K03631
935_SemiBin_192_contig_3011965_57	K00705
935_SemiBin_192_contig_3011965_61	K01809
935_SemiBin_192_contig_3011965_62	K00826
935_SemiBin_192_contig_3011965_63	K00620
935_SemiBin_192_contig_3011965_64	K00930
935_SemiBin_192_contig_3011965_66	K15986
935_SemiBin_192_contig_3011965_68	K01951
935_SemiBin_192_contig_3011965_70	K01893
935_SemiBin_192_contig_3011966_3	K07460
935_SemiBin_192_contig_3011966_7	K02884
935_SemiBin_192_contig_3011966_8	K00554
935_SemiBin_192_contig_3011966_9	K02860
935_SemiBin_192_contig_3011966_10	K06960
935_SemiBin_192_contig_3011966_11	K02959
935_SemiBin_192_contig_3011966_13	K03976
935_SemiBin_192_contig_3011966_15	K05810
935_SemiBin_192_contig_3011966_18	K03973
935_SemiBin_192_contig_3011966_20	K10947
935_SemiBin_192_contig_3011966_21	K03321
935_SemiBin_192_contig_3011966_22	K00018
935_SemiBin_192_contig_3011966_24	K18675
935_SemiBin_192_contig_3011966_25	K05873
935_SemiBin_192_contig_3011966_27	K04773
935_SemiBin_192_contig_3011966_29	K03565
935_SemiBin_192_contig_3011966_30	K02996
935_SemiBin_192_contig_3011966_31	K02871
935_SemiBin_192_contig_3011966_33	K26606
935_SemiBin_192_contig_3011966_34	K26605
935_SemiBin_192_contig_3011966_38	K01579
935_SemiBin_192_contig_3011966_39	K03525
935_SemiBin_192_contig_3011966_42	K01918
935_SemiBin_192_contig_3011966_43	K00606
935_SemiBin_192_contig_3011966_44	K06942
935_SemiBin_192_contig_3011967_11	K02456
935_SemiBin_192_contig_3011968_11	K03427
935_SemiBin_192_contig_3011968_13	K07133
935_SemiBin_192_contig_3011968_14	K01207
935_SemiBin_192_contig_3011968_15	K02434
935_SemiBin_192_contig_3011968_16	K07862
935_SemiBin_192_contig_3011968_24	K23779
935_SemiBin_192_contig_3011968_29	K09005
935_SemiBin_192_contig_3011968_32	K00075
935_SemiBin_192_contig_3011968_33	K01883
935_SemiBin_192_contig_3011968_34	K03088
935_SemiBin_192_contig_3011968_37	K02433
935_SemiBin_192_contig_3011968_38	K02435
935_SemiBin_192_contig_3011968_42	K03406
935_SemiBin_192_contig_3011968_47	K23997
935_SemiBin_192_contig_3011968_48	K06153
935_SemiBin_192_contig_3011969_3	K00558
935_SemiBin_192_contig_3011969_5	K00558
935_SemiBin_192_contig_3011969_8	K02004
935_SemiBin_192_contig_3011969_9	K02004
935_SemiBin_192_contig_3011969_12	K02003
935_SemiBin_192_contig_3011969_13	K01880
935_SemiBin_192_contig_3011969_22	K01736
935_SemiBin_192_contig_3011969_23	K01714
935_SemiBin_192_contig_3011969_24	K01488
935_SemiBin_192_contig_3011969_25	K00133
935_SemiBin_192_contig_3011969_26	K07107
935_SemiBin_192_contig_3011969_31	K00927
935_SemiBin_192_contig_3011969_38	K01803
935_SemiBin_192_contig_3011969_39	K03406
935_SemiBin_192_contig_3011969_40	K02355
935_SemiBin_192_contig_3011969_42	K02410
935_SemiBin_192_contig_3011969_43	K06972
935_SemiBin_192_contig_3011969_46	K03695
935_SemiBin_192_contig_3011969_47	K07115
935_SemiBin_192_contig_3011969_48	K03497
935_SemiBin_192_contig_3011969_49	K05366
935_SemiBin_192_contig_3011969_53	K01619
935_SemiBin_192_contig_3011969_57	K01649
935_SemiBin_192_contig_3011969_61	K07150
935_SemiBin_192_contig_3011969_65	K02396
935_SemiBin_192_contig_3011969_66	K02397
935_SemiBin_192_contig_3011969_67	K13626
935_SemiBin_192_contig_3011969_68	K03563
935_SemiBin_192_contig_3011969_69	K14742
935_SemiBin_192_contig_3011969_70	K06925
935_SemiBin_192_contig_3011969_74	K02407
935_SemiBin_192_contig_3011969_75	K06603
935_SemiBin_192_contig_3011969_76	K02406
935_SemiBin_192_contig_3011969_77	K02406
935_SemiBin_192_contig_3011969_78	K01519
935_SemiBin_192_contig_3011969_80	K06881
935_SemiBin_192_contig_3011970_19	K01934
935_SemiBin_192_contig_3011970_21	K04759
935_SemiBin_192_contig_3011970_22	K04758
935_SemiBin_192_contig_3011971_9	K18828
935_SemiBin_192_contig_3011971_12	K05919
935_SemiBin_192_contig_3011971_14	K07035
935_SemiBin_192_contig_3011971_17	K03406
935_SemiBin_192_contig_3011971_20	K25153
935_SemiBin_192_contig_3011971_21	K25151
935_SemiBin_192_contig_3011971_22	K25152
935_SemiBin_192_contig_3011971_26	K00053
935_SemiBin_192_contig_3011971_27	K02030
935_SemiBin_192_contig_3011971_28	K02029
935_SemiBin_192_contig_3011971_29	K02028
935_SemiBin_192_contig_3011971_33	K01649
935_SemiBin_192_contig_3011971_34	K02028
935_SemiBin_192_contig_3011971_35	K00287
935_SemiBin_192_contig_3011971_36	K09973
935_SemiBin_192_contig_3011971_39	K01897
935_SemiBin_192_contig_3011971_41	K00762
935_SemiBin_192_contig_3011971_44	K00645
935_SemiBin_192_contig_3011971_45	K00059
935_SemiBin_192_contig_3011971_46	K01768
935_SemiBin_192_contig_3011971_50	K02372
935_SemiBin_192_contig_3011971_57	K02003
935_SemiBin_192_contig_3011971_58	K02004
935_SemiBin_192_contig_3011971_59	K01866
935_SemiBin_192_contig_3011971_60	K13292
935_SemiBin_192_contig_3011971_61	K04562
935_SemiBin_192_contig_3011971_62	K03797
935_SemiBin_192_contig_3011971_63	K09761
935_SemiBin_192_contig_3011971_66	K02533
935_SemiBin_192_contig_3011971_67	K04749
935_SemiBin_192_contig_3011971_71	K04070
935_SemiBin_192_contig_3011971_75	K01926
935_SemiBin_192_contig_3011971_76	K00831
935_SemiBin_192_contig_3011971_77	K00058
935_SemiBin_192_contig_3011971_78	K06949
935_SemiBin_192_contig_3011971_82	K00600
935_SemiBin_192_contig_3011971_87	K07260
935_SemiBin_192_contig_3011971_88	K02888
935_SemiBin_192_contig_3011971_89	K07584
935_SemiBin_192_contig_3011971_90	K02899
935_SemiBin_192_contig_3011971_91	K03979
935_SemiBin_192_contig_3011971_92	K00969
935_SemiBin_192_contig_3011971_94	K01005
935_SemiBin_192_contig_3011971_97	K00919
935_SemiBin_192_contig_3011971_98	K06412
935_SemiBin_192_contig_3011971_99	K02897
935_SemiBin_192_contig_3011971_100	K04075
935_SemiBin_192_contig_3011971_103	K03596
935_SemiBin_192_contig_3011971_107	K00575
935_SemiBin_192_contig_3011971_108	K03412
935_SemiBin_192_contig_3011971_114	K02415
935_SemiBin_192_contig_3011971_116	K03088
935_SemiBin_192_contig_3011971_118	K03665
935_SemiBin_192_contig_3011971_121	K03616
935_SemiBin_192_contig_3011971_122	K03617
935_SemiBin_192_contig_3011971_123	K03613
935_SemiBin_192_contig_3011971_124	K03612
935_SemiBin_192_contig_3011971_125	K03614
935_SemiBin_192_contig_3011971_126	K03615
935_SemiBin_192_contig_3011971_127	K01588
935_SemiBin_192_contig_3011971_128	K01933
935_SemiBin_192_contig_3011971_129	K11175
935_SemiBin_192_contig_3011971_130	K03687
935_SemiBin_192_contig_3011971_131	K04043
935_SemiBin_192_contig_3011971_132	K03686
935_SemiBin_192_contig_3011971_133	K07315
935_SemiBin_192_contig_3011971_134	K07315
935_SemiBin_192_contig_3011971_136	K03324
935_SemiBin_192_contig_3011971_137	K01869
935_SemiBin_192_contig_3011971_138	K23876
935_SemiBin_192_contig_3011971_142	K12506
935_SemiBin_192_contig_3011971_143	K07736
935_SemiBin_192_contig_3011971_144	K05592
935_SemiBin_192_contig_3011971_147	K01652
935_SemiBin_192_contig_3011971_148	K00939
935_SemiBin_192_contig_3011971_149	K07478
935_SemiBin_192_contig_3011971_152	K01491
935_SemiBin_192_contig_3011971_153	K06168
935_SemiBin_192_contig_3011971_154	K08992
935_SemiBin_192_contig_3011971_157	K09774
935_SemiBin_192_contig_3011971_158	K06861
935_SemiBin_192_contig_3011971_159	K18682
935_SemiBin_192_contig_3011971_160	K04566
935_SemiBin_192_contig_3011971_162	K02422
935_SemiBin_192_contig_3011971_163	K03798
935_SemiBin_192_contig_3011971_164	K03634
935_SemiBin_192_contig_3011971_165	K15539
935_SemiBin_192_contig_3011971_166	K14441
935_SemiBin_192_contig_3011971_167	K03657
935_SemiBin_192_contig_3011971_169	K03655
935_SemiBin_192_contig_3011971_170	K02221
935_SemiBin_192_contig_3011971_171	K02337
935_SemiBin_192_contig_3011971_175	K01868
935_SemiBin_192_contig_3011971_178	K01573
935_SemiBin_192_contig_3011971_180	K20509
935_SemiBin_192_contig_3011971_183	K12524
935_SemiBin_192_contig_3011971_184	K01653
935_SemiBin_192_contig_3011971_188	K01776
935_SemiBin_192_contig_3011971_189	K26937
935_SemiBin_192_contig_3011971_190	K00031
935_SemiBin_192_contig_3011971_192	K03407
935_SemiBin_192_contig_3011971_193	K03408
935_SemiBin_192_contig_3011971_194	K03409
935_SemiBin_192_contig_3011971_200	K01940
935_SemiBin_192_contig_3011971_204	K26937
935_SemiBin_192_contig_3011971_205	K01783
935_SemiBin_192_contig_3011971_209	K03553
935_SemiBin_192_contig_3011971_210	K00950
935_SemiBin_192_contig_3011971_211	K05896
935_SemiBin_192_contig_3011971_212	K06024
935_SemiBin_192_contig_3011971_213	K06178
935_SemiBin_192_contig_3011971_214	K00945
935_SemiBin_192_contig_3011971_215	K02945
935_SemiBin_192_contig_3011971_219	K02029
935_SemiBin_192_contig_3011971_220	K02241
935_SemiBin_192_contig_3011971_223	K01875
935_SemiBin_192_contig_3011971_226	K03529
935_SemiBin_192_contig_3011971_229	K03544
935_SemiBin_192_contig_3011971_230	K01358
935_SemiBin_192_contig_3011971_231	K03545
935_SemiBin_192_contig_3011971_234	K03075
935_SemiBin_192_contig_3011971_238	K02123
935_SemiBin_192_contig_3011971_239	K02124
935_SemiBin_192_contig_3011971_240	K02122
935_SemiBin_192_contig_3011971_242	K02117
935_SemiBin_192_contig_3011971_243	K02118
935_SemiBin_192_contig_3011971_244	K02120
935_SemiBin_192_contig_3011971_247	K01265
935_SemiBin_192_contig_3011971_248	K04771
935_SemiBin_192_contig_3011971_250	K02203
935_SemiBin_192_contig_3011971_252	K12410
935_SemiBin_192_contig_3011971_255	K07171
935_SemiBin_192_contig_3011971_258	K06218
935_SemiBin_192_contig_3011972_4	K05349
935_SemiBin_192_contig_3011972_7	K07053
935_SemiBin_192_contig_3011972_8	K07391
935_SemiBin_192_contig_3011972_9	K03654
935_SemiBin_192_contig_3011972_10	K04069
935_SemiBin_192_contig_3011972_11	K18218
935_SemiBin_192_contig_3011972_12	K00656
935_SemiBin_192_contig_3011972_14	K03092
935_SemiBin_192_contig_3011972_16	K07486
935_SemiBin_192_contig_3011973_2	K02851
935_SemiBin_192_contig_3011973_5	K03526
935_SemiBin_192_contig_3011973_7	K02123
935_SemiBin_192_contig_3011973_8	K02120
935_SemiBin_192_contig_3011973_12	K02121
935_SemiBin_192_contig_3011973_13	K01785
935_SemiBin_192_contig_3011973_16	K09749
935_SemiBin_192_contig_3011973_17	K02405
935_SemiBin_192_contig_3011973_19	K04562
935_SemiBin_192_contig_3011973_20	K02404
935_SemiBin_192_contig_3011973_21	K02400
