gene	ko_id
group9_bins.244_contig_1379169_10	K00974
group9_bins.244_contig_1379169_13	K00703
group9_bins.244_contig_1379169_16	K07082
group9_bins.244_contig_1379169_17	K02316
group9_bins.244_contig_1379169_18	K03086
group9_bins.244_contig_1379169_19	K07164
group9_bins.244_contig_1379169_21	K03569
group9_bins.244_contig_1379169_22	K03570
group9_bins.244_contig_1379169_23	K03571
group9_bins.244_contig_1379169_24	K05515
group9_bins.244_contig_1379169_25	K05837
group9_bins.244_contig_1379170_1	K01154
group9_bins.244_contig_1379170_2	K02355
group9_bins.244_contig_1379170_3	K07150
group9_bins.244_contig_1379170_4	K10112
group9_bins.244_contig_1379170_5	K01147
group9_bins.244_contig_1379170_6	K00928
group9_bins.244_contig_1379170_7	K00215
group9_bins.244_contig_1379170_11	K18785
group9_bins.244_contig_1379170_15	K20509
group9_bins.244_contig_1379170_17	K03973
group9_bins.244_contig_1379170_28	K01755
group9_bins.244_contig_1379170_29	K02030
group9_bins.244_contig_1379170_30	K02029
group9_bins.244_contig_1379170_31	K02028
group9_bins.244_contig_1379170_32	K02959
group9_bins.244_contig_1379170_33	K06960
group9_bins.244_contig_1379170_34	K02860
group9_bins.244_contig_1379170_35	K00554
group9_bins.244_contig_1379170_36	K02884
group9_bins.244_contig_1379170_39	K07460
group9_bins.244_contig_1379170_43	K02356
group9_bins.244_contig_1379170_44	K03502
group9_bins.244_contig_1379171_1	K07443
group9_bins.244_contig_1379172_1	K03152
group9_bins.244_contig_1379172_6	K16149
group9_bins.244_contig_1379172_7	K09942
group9_bins.244_contig_1379172_10	K01880
group9_bins.244_contig_1379172_14	K04773
group9_bins.244_contig_1379172_16	K02520
group9_bins.244_contig_1379172_17	K02916
group9_bins.244_contig_1379172_18	K02887
group9_bins.244_contig_1379172_19	K09892
group9_bins.244_contig_1379172_20	K09888
group9_bins.244_contig_1379172_21	K09768
group9_bins.244_contig_1379172_25	K07124
group9_bins.244_contig_1379172_26	K14058
group9_bins.244_contig_1379172_29	K03406
group9_bins.244_contig_1379173_11	K07064
group9_bins.244_contig_1379175_4	K01154
group9_bins.244_contig_1379175_6	K03427
group9_bins.244_contig_1379175_7	K01153
group9_bins.244_contig_1379175_13	K00939
group9_bins.244_contig_1379175_14	K19055
group9_bins.244_contig_1379175_15	K03574
group9_bins.244_contig_1379175_21	K07001
group9_bins.244_contig_1379175_36	K02031
group9_bins.244_contig_1379175_37	K02033
group9_bins.244_contig_1379176_2	K04095
group9_bins.244_contig_1379176_5	K00820
group9_bins.244_contig_1379176_7	K03650
group9_bins.244_contig_1379176_10	K12410
group9_bins.244_contig_1379176_15	K02398
group9_bins.244_contig_1379176_16	K07056
group9_bins.244_contig_1379176_19	K00762
group9_bins.244_contig_1379176_20	K25034
group9_bins.244_contig_1379176_23	K18785
group9_bins.244_contig_1379176_26	K23242
group9_bins.244_contig_1379176_29	K03406
group9_bins.244_contig_1379178_3	K18843
group9_bins.244_contig_1379178_10	K00878
group9_bins.244_contig_1379178_11	K00788
group9_bins.244_contig_1379178_12	K00941
group9_bins.244_contig_1379178_13	K01752
group9_bins.244_contig_1379178_14	K01752
group9_bins.244_contig_1379178_16	K15580
group9_bins.244_contig_1379178_17	K02032
group9_bins.244_contig_1379178_18	K02031
group9_bins.244_contig_1379178_19	K15582
group9_bins.244_contig_1379178_20	K02033
group9_bins.244_contig_1379178_23	K26937
group9_bins.244_contig_1379178_24	K00817
group9_bins.244_contig_1379178_25	K21636
group9_bins.244_contig_1379178_26	K04068
group9_bins.244_contig_1379178_30	K26937
group9_bins.244_contig_1379178_32	K01209
group9_bins.244_contig_1379178_35	K07089
group9_bins.244_contig_1379178_36	K03892
group9_bins.244_contig_1379179_1	K03525
group9_bins.244_contig_1379179_3	K03499
group9_bins.244_contig_1379179_4	K03498
group9_bins.244_contig_1379179_7	K03634
group9_bins.244_contig_1379179_8	K01591
group9_bins.244_contig_1379179_9	K21071
group9_bins.244_contig_1379179_11	K05350
group9_bins.244_contig_1379179_16	K05349
group9_bins.244_contig_1379180_1	K03497
group9_bins.244_contig_1379180_3	K01153
group9_bins.244_contig_1379180_7	K07459
group9_bins.244_contig_1379180_8	K01154
group9_bins.244_contig_1379180_10	K03427
group9_bins.244_contig_1379180_11	K07727
group9_bins.244_contig_1379181_2	K01258
group9_bins.244_contig_1379181_3	K00790
group9_bins.244_contig_1379181_5	K03615
group9_bins.244_contig_1379181_6	K03614
group9_bins.244_contig_1379181_7	K03612
group9_bins.244_contig_1379181_8	K03613
group9_bins.244_contig_1379181_9	K03617
group9_bins.244_contig_1379181_10	K03616
group9_bins.244_contig_1379181_12	K18218
group9_bins.244_contig_1379181_13	K01687
group9_bins.244_contig_1379181_15	K00052
group9_bins.244_contig_1379181_16	K01649
group9_bins.244_contig_1379181_22	K03699
group9_bins.244_contig_1379181_23	K03699
group9_bins.244_contig_1379181_24	K01952
group9_bins.244_contig_1379181_25	K04771
group9_bins.244_contig_1379181_26	K01265
group9_bins.244_contig_1379181_27	K07139
group9_bins.244_contig_1379181_28	K00939
group9_bins.244_contig_1379181_29	K03744
group9_bins.244_contig_1379181_30	K07001
group9_bins.244_contig_1379181_31	K04078
group9_bins.244_contig_1379181_33	K03625
group9_bins.244_contig_1379181_36	K01872
group9_bins.244_contig_1379181_39	K01179
group9_bins.244_contig_1379181_42	K01768
group9_bins.244_contig_1379181_43	K02433
group9_bins.244_contig_1379181_44	K02435
group9_bins.244_contig_1379181_46	K05970
group9_bins.244_contig_1379181_47	K09117
group9_bins.244_contig_1379181_48	K01885
group9_bins.244_contig_1379181_49	K05919
group9_bins.244_contig_1379181_50	K02217
group9_bins.244_contig_1379181_52	K26730
group9_bins.244_contig_1379181_53	K07079
group9_bins.244_contig_1379181_55	K03406
group9_bins.244_contig_1379181_56	K02337
group9_bins.244_contig_1379181_57	K02221
group9_bins.244_contig_1379181_58	K03655
group9_bins.244_contig_1379181_61	K03497
group9_bins.244_contig_1379181_62	K03496
group9_bins.244_contig_1379181_64	K00930
group9_bins.244_contig_1379181_66	K00620
group9_bins.244_contig_1379181_67	K22278
group9_bins.244_contig_1379181_68	K00145
group9_bins.244_contig_1379181_70	K00548
group9_bins.244_contig_1379181_78	K07258
group9_bins.244_contig_1379181_79	K01893
group9_bins.244_contig_1379181_80	K07058
group9_bins.244_contig_1379181_81	K01951
group9_bins.244_contig_1379181_82	K15986
group9_bins.244_contig_1379181_84	K00849
group9_bins.244_contig_1379181_85	K01768
group9_bins.244_contig_1379181_89	K03324
group9_bins.244_contig_1379181_91	K07095
group9_bins.244_contig_1379181_95	K01358
group9_bins.244_contig_1379181_96	K00684
group9_bins.244_contig_1379181_97	K07407
group9_bins.244_contig_1379181_98	K00764
group9_bins.244_contig_1379181_99	K06973
group9_bins.244_contig_1379181_100	K05970
group9_bins.244_contig_1379181_101	K01198
group9_bins.244_contig_1379181_104	K01216
group9_bins.244_contig_1379181_106	K03734
group9_bins.244_contig_1379181_109	K01190
group9_bins.244_contig_1379181_112	K02851
group9_bins.244_contig_1379181_113	K01991
group9_bins.244_contig_1379181_115	K01710
group9_bins.244_contig_1379181_116	K01790
group9_bins.244_contig_1379181_117	K00973
group9_bins.244_contig_1379182_2	K04069
group9_bins.244_contig_1379182_8	K00656
group9_bins.244_contig_1379182_9	K07576
group9_bins.244_contig_1379182_16	K18675
group9_bins.244_contig_1379182_19	K03816
group9_bins.244_contig_1379182_20	K02493
group9_bins.244_contig_1379182_21	K02835
group9_bins.244_contig_1379182_22	K02434
group9_bins.244_contig_1379182_23	K02071
group9_bins.244_contig_1379182_24	K02072
group9_bins.244_contig_1379182_25	K02073
group9_bins.244_contig_1379182_26	K21064
group9_bins.244_contig_1379183_1	K02895
group9_bins.244_contig_1379183_2	K02931
group9_bins.244_contig_1379183_3	K02954
group9_bins.244_contig_1379183_4	K02994
group9_bins.244_contig_1379183_5	K02933
group9_bins.244_contig_1379183_6	K02881
group9_bins.244_contig_1379183_7	K02988
group9_bins.244_contig_1379183_8	K02907
group9_bins.244_contig_1379183_9	K02876
group9_bins.244_contig_1379183_10	K03076
group9_bins.244_contig_1379183_11	K02952
group9_bins.244_contig_1379183_12	K02948
group9_bins.244_contig_1379183_13	K02986
group9_bins.244_contig_1379183_14	K03040
group9_bins.244_contig_1379183_15	K02879
group9_bins.244_contig_1379183_19	K09005
group9_bins.244_contig_1379183_22	K00075
group9_bins.244_contig_1379183_27	K01883
group9_bins.244_contig_1379183_28	K03088
group9_bins.244_contig_1379183_31	K09903
group9_bins.244_contig_1379183_33	K03630
group9_bins.244_contig_1379183_36	K03702
group9_bins.244_contig_1379183_37	K07574
group9_bins.244_contig_1379183_39	K03442
group9_bins.244_contig_1379183_40	K10773
group9_bins.244_contig_1379183_41	K00789
group9_bins.244_contig_1379183_43	K01897
group9_bins.244_contig_1379183_44	K19224
group9_bins.244_contig_1379183_46	K01179
group9_bins.244_contig_1379183_47	K25152
group9_bins.244_contig_1379183_48	K25151
group9_bins.244_contig_1379183_49	K25153
group9_bins.244_contig_1379183_51	K01056
group9_bins.244_contig_1379183_53	K03703
group9_bins.244_contig_1379183_57	K03980
group9_bins.244_contig_1379183_62	K00925
group9_bins.244_contig_1379183_64	K03406
group9_bins.244_contig_1379183_65	K00821
group9_bins.244_contig_1379183_67	K01649
group9_bins.244_contig_1379183_69	K01209
group9_bins.244_contig_1379183_72	K24180
group9_bins.244_contig_1379183_74	K07491
group9_bins.244_contig_1379183_76	K03298
group9_bins.244_contig_1379183_78	K01866
group9_bins.244_contig_1379183_79	K02518
group9_bins.244_contig_1379183_80	K06204
group9_bins.244_contig_1379183_81	K04486
group9_bins.244_contig_1379183_83	K04077
group9_bins.244_contig_1379183_84	K06013
group9_bins.244_contig_1379183_88	K03469
group9_bins.244_contig_1379183_91	K00765
group9_bins.244_contig_1379183_96	K02012
group9_bins.244_contig_1379183_97	K02011
group9_bins.244_contig_1379183_101	K06942
group9_bins.244_contig_1379183_103	K03595
group9_bins.244_contig_1379183_104	K02241
group9_bins.244_contig_1379183_106	K01214
group9_bins.244_contig_1379183_107	K00688
group9_bins.244_contig_1379183_110	K02029
group9_bins.244_contig_1379183_111	K02028
group9_bins.244_contig_1379183_113	K07137
group9_bins.244_contig_1379183_116	K01768
group9_bins.244_contig_1379183_117	K01933
group9_bins.244_contig_1379183_119	K11175
group9_bins.244_contig_1379183_121	K00609
group9_bins.244_contig_1379183_122	K00610
group9_bins.244_contig_1379183_123	K01465
group9_bins.244_contig_1379183_125	K02574
group9_bins.244_contig_1379183_127	K00262
group9_bins.244_contig_1379183_133	K07491
group9_bins.244_contig_1379183_134	K08602
group9_bins.244_contig_1379183_137	K02415
group9_bins.244_contig_1379183_138	K03665
group9_bins.244_contig_1379183_140	K02945
group9_bins.244_contig_1379183_141	K07133
group9_bins.244_contig_1379183_143	K07133
group9_bins.244_contig_1379183_144	K07133
group9_bins.244_contig_1379184_3	K21600
group9_bins.244_contig_1379184_4	K17686
group9_bins.244_contig_1379184_7	K19955
group9_bins.244_contig_1379185_5	K00016
group9_bins.244_contig_1379185_6	K01679
group9_bins.244_contig_1379185_7	K09955
group9_bins.244_contig_1379185_10	K03388
group9_bins.244_contig_1379185_11	K14127
group9_bins.244_contig_1379187_1	K01873
group9_bins.244_contig_1379187_3	K14060
group9_bins.244_contig_1379187_10	K18888
group9_bins.244_contig_1379187_11	K18887
group9_bins.244_contig_1379187_13	K04088
group9_bins.244_contig_1379187_14	K04087
group9_bins.244_contig_1379187_16	K05810
group9_bins.244_contig_1379187_19	K04070
group9_bins.244_contig_1379187_20	K00705
group9_bins.244_contig_1379187_23	K03402
group9_bins.244_contig_1379187_25	K01810
group9_bins.244_contig_1379187_28	K09952
group9_bins.244_contig_1379187_29	K15342
group9_bins.244_contig_1379187_32	K07473
group9_bins.244_contig_1379187_42	K01869
group9_bins.244_contig_1379187_44	K07315
group9_bins.244_contig_1379187_45	K07315
group9_bins.244_contig_1379187_46	K03686
group9_bins.244_contig_1379187_47	K04043
group9_bins.244_contig_1379187_48	K03687
group9_bins.244_contig_1379187_51	K01914
group9_bins.244_contig_1379187_52	K00759
group9_bins.244_contig_1379187_55	K04749
group9_bins.244_contig_1379187_59	K03412
group9_bins.244_contig_1379187_60	K00575
group9_bins.244_contig_1379187_61	K01926
group9_bins.244_contig_1379187_62	K00831
group9_bins.244_contig_1379187_63	K00058
group9_bins.244_contig_1379187_66	K06891
group9_bins.244_contig_1379187_67	K03694
group9_bins.244_contig_1379187_70	K07720
group9_bins.244_contig_1379187_72	K10546
group9_bins.244_contig_1379187_73	K10548
group9_bins.244_contig_1379187_74	K10547
group9_bins.244_contig_1379187_80	K18682
group9_bins.244_contig_1379187_81	K06861
group9_bins.244_contig_1379187_82	K09774
group9_bins.244_contig_1379187_83	K11719
group9_bins.244_contig_1379187_84	K05812
group9_bins.244_contig_1379187_85	K01207
group9_bins.244_contig_1379187_86	K00384
group9_bins.244_contig_1379187_88	K07056
group9_bins.244_contig_1379187_89	K06158
group9_bins.244_contig_1379187_94	K06968
group9_bins.244_contig_1379187_96	K01596
group9_bins.244_contig_1379187_97	K10914
group9_bins.244_contig_1379187_98	K07053
group9_bins.244_contig_1379188_5	K03111
group9_bins.244_contig_1379188_6	K07391
group9_bins.244_contig_1379188_18	K03111
group9_bins.244_contig_1379188_25	K03497
group9_bins.244_contig_1379188_26	K03496
group9_bins.244_contig_1379188_29	K07448
group9_bins.244_contig_1379188_32	K03169
group9_bins.244_contig_1379188_35	K00558
group9_bins.244_contig_1379188_49	K03205
group9_bins.244_contig_1379188_54	K20530
group9_bins.244_contig_1379188_60	K07344
group9_bins.244_contig_1379188_62	K07063
group9_bins.244_contig_1379188_65	K07154
group9_bins.244_contig_1379188_67	K20531
group9_bins.244_contig_1379188_68	K20532
group9_bins.244_contig_1379188_70	K20533
group9_bins.244_contig_1379189_7	K19167
group9_bins.244_contig_1379190_2	K01915
group9_bins.244_contig_1379191_2	K17320
group9_bins.244_contig_1379191_3	K17319
group9_bins.244_contig_1379191_4	K17318
group9_bins.244_contig_1379191_6	K03310
group9_bins.244_contig_1379191_9	K16785
group9_bins.244_contig_1379191_10	K02529
group9_bins.244_contig_1379191_11	K01714
group9_bins.244_contig_1379191_12	K01488
group9_bins.244_contig_1379191_13	K00133
group9_bins.244_contig_1379191_17	K07456
group9_bins.244_contig_1379191_18	K06949
group9_bins.244_contig_1379191_21	K01887
group9_bins.244_contig_1379191_25	K00874
group9_bins.244_contig_1379192_2	K00266
group9_bins.244_contig_1379192_3	K00764
group9_bins.244_contig_1379192_5	K01915
group9_bins.244_contig_1379192_6	K01937
group9_bins.244_contig_1379192_8	K07340
group9_bins.244_contig_1379192_9	K01955
group9_bins.244_contig_1379192_10	K01956
group9_bins.244_contig_1379193_10	K01358
group9_bins.244_contig_1379193_18	K03496
group9_bins.244_contig_1379193_39	K01520
group9_bins.244_contig_1379193_44	K03111
group9_bins.244_contig_1379194_5	K03214
group9_bins.244_contig_1379194_10	K01890
group9_bins.244_contig_1379194_11	K01889
group9_bins.244_contig_1379194_12	K09765
group9_bins.244_contig_1379195_2	K01181
group9_bins.244_contig_1379195_4	K01586
group9_bins.244_contig_1379195_6	K01142
group9_bins.244_contig_1379195_9	K01812
group9_bins.244_contig_1379195_11	K06940
group9_bins.244_contig_1379195_13	K03406
group9_bins.244_contig_1379195_14	K07023
group9_bins.244_contig_1379195_15	K00078
group9_bins.244_contig_1379195_19	K00375
group9_bins.244_contig_1379195_22	K07240
group9_bins.244_contig_1379195_23	K07240
group9_bins.244_contig_1379195_27	K01876
group9_bins.244_contig_1379196_1	K01809
group9_bins.244_contig_1379196_3	K02935
group9_bins.244_contig_1379196_4	K02864
group9_bins.244_contig_1379196_5	K02863
group9_bins.244_contig_1379196_6	K02867
group9_bins.244_contig_1379197_3	K01940
group9_bins.244_contig_1379197_7	K00757
group9_bins.244_contig_1379197_17	K03470
group9_bins.244_contig_1379197_23	K19405
group9_bins.244_contig_1379197_24	K19411
group9_bins.244_contig_1379197_25	K09808
group9_bins.244_contig_1379197_26	K02003
group9_bins.244_contig_1379197_27	K09808
group9_bins.244_contig_1379197_29	K03110
group9_bins.244_contig_1379197_31	K02836
group9_bins.244_contig_1379197_34	K06189
group9_bins.244_contig_1379197_35	K07042
group9_bins.244_contig_1379197_36	K07037
group9_bins.244_contig_1379197_37	K06217
group9_bins.244_contig_1379197_39	K03701
group9_bins.244_contig_1379197_41	K00088
group9_bins.244_contig_1379197_42	K01939
group9_bins.244_contig_1379197_44	K03578
group9_bins.244_contig_1379197_46	K00773
group9_bins.244_contig_1379197_48	K07091
group9_bins.244_contig_1379197_49	K01520
group9_bins.244_contig_1379197_50	K00962
group9_bins.244_contig_1379197_51	K03406
group9_bins.244_contig_1379197_52	K02956
group9_bins.244_contig_1379197_53	K11753
group9_bins.244_contig_1379197_54	K00826
group9_bins.244_contig_1379198_3	K06206
group9_bins.244_contig_1379198_4	K00077
group9_bins.244_contig_1379198_5	K01104
group9_bins.244_contig_1379198_6	K02469
group9_bins.244_contig_1379198_7	K02470
group9_bins.244_contig_1379198_8	K02313
group9_bins.244_contig_1379198_9	K02338
group9_bins.244_contig_1379198_10	K03629
group9_bins.244_contig_1379198_12	K02914
group9_bins.244_contig_1379198_13	K03536
group9_bins.244_contig_1379198_14	K03217
group9_bins.244_contig_1379198_15	K06346
group9_bins.244_contig_1379198_21	K00297
group9_bins.244_contig_1379198_22	K09003
group9_bins.244_contig_1379198_23	K26605
group9_bins.244_contig_1379198_24	K26606
group9_bins.244_contig_1379198_27	K03579
group9_bins.244_contig_1379198_28	K00286
group9_bins.244_contig_1379198_29	K00931
group9_bins.244_contig_1379198_30	K00147
group9_bins.244_contig_1379198_32	K07045
group9_bins.244_contig_1379198_33	K26937
group9_bins.244_contig_1379198_35	K02040
group9_bins.244_contig_1379199_2	K05919
group9_bins.244_contig_1379199_4	K04758
group9_bins.244_contig_1379199_6	K26937
group9_bins.244_contig_1379199_8	K26937
group9_bins.244_contig_1379199_10	K06864
group9_bins.244_contig_1379199_14	K01738
group9_bins.244_contig_1379199_15	K01740
group9_bins.244_contig_1379199_19	K04104
group9_bins.244_contig_1379199_20	K00209
group9_bins.244_contig_1379199_21	K02372
group9_bins.244_contig_1379199_22	K09458
group9_bins.244_contig_1379199_23	K00059
group9_bins.244_contig_1379199_24	K00645
group9_bins.244_contig_1379199_25	K00648
group9_bins.244_contig_1379199_26	K02078
group9_bins.244_contig_1379199_27	K23536
group9_bins.244_contig_1379199_28	K23535
group9_bins.244_contig_1379199_29	K23537
group9_bins.244_contig_1379199_30	K07335
group9_bins.244_contig_1379199_31	K03496
group9_bins.244_contig_1379199_36	K07727
group9_bins.244_contig_1379199_37	K01153
group9_bins.244_contig_1379199_38	K03427
group9_bins.244_contig_1379200_1	K00854
group9_bins.244_contig_1379200_2	K01588
group9_bins.244_contig_1379200_5	K03324
group9_bins.244_contig_1379200_12	K02039
group9_bins.244_contig_1379202_2	K03668
group9_bins.244_contig_1379202_7	K03427
group9_bins.244_contig_1379202_10	K01154
group9_bins.244_contig_1379202_11	K04095
group9_bins.244_contig_1379202_19	K01153
group9_bins.244_contig_1379202_25	K03111
group9_bins.244_contig_1379202_30	K07741
group9_bins.244_contig_1379202_43	K07451
group9_bins.244_contig_1379202_50	K06904
group9_bins.244_contig_1379202_70	K03324
group9_bins.244_contig_1379202_71	K09163
group9_bins.244_contig_1379202_72	K01077
group9_bins.244_contig_1379202_75	K02039
group9_bins.244_contig_1379202_76	K02036
group9_bins.244_contig_1379202_77	K02038
group9_bins.244_contig_1379202_78	K02037
group9_bins.244_contig_1379202_79	K02040
group9_bins.244_contig_1379202_81	K03497
group9_bins.244_contig_1379202_91	K02533
group9_bins.244_contig_1379203_10	K14623
group9_bins.244_contig_1379203_13	K26937
group9_bins.244_contig_1379203_18	K07095
group9_bins.244_contig_1379203_19	K04759
group9_bins.244_contig_1379203_21	K03546
group9_bins.244_contig_1379203_22	K03547
group9_bins.244_contig_1379204_14	K02007
group9_bins.244_contig_1379204_17	K06898
group9_bins.244_contig_1379204_18	K09121
group9_bins.244_contig_1379204_19	K03308
group9_bins.244_contig_1379204_21	K00972
group9_bins.244_contig_1379204_23	K03502
group9_bins.244_contig_1379206_1	K01155
group9_bins.244_contig_1379206_3	K00571
group9_bins.244_contig_1379206_6	K07407
group9_bins.244_contig_1379206_8	K03406
group9_bins.244_contig_1379206_9	K00600
group9_bins.244_contig_1379206_13	K00611
group9_bins.244_contig_1379206_14	K07166
group9_bins.244_contig_1379206_15	K01129
group9_bins.244_contig_1379206_19	K03407
group9_bins.244_contig_1379206_20	K03408
group9_bins.244_contig_1379206_21	K03409
group9_bins.244_contig_1379206_24	K00705
group9_bins.244_contig_1379206_29	K03784
group9_bins.244_contig_1379206_30	K01809
group9_bins.244_contig_1379206_32	K01624
group9_bins.244_contig_1379206_36	K03925
group9_bins.244_contig_1379206_38	K03586
group9_bins.244_contig_1379206_39	K01929
group9_bins.244_contig_1379206_40	K03588
group9_bins.244_contig_1379206_41	K03589
group9_bins.244_contig_1379206_42	K03590
group9_bins.244_contig_1379206_43	K03531
group9_bins.244_contig_1379206_46	K04096
group9_bins.244_contig_1379206_47	K03168
group9_bins.244_contig_1379206_48	K00864
group9_bins.244_contig_1379206_50	K01419
group9_bins.244_contig_1379206_51	K03667
group9_bins.244_contig_1379207_1	K02395
group9_bins.244_contig_1379207_2	K02392
group9_bins.244_contig_1379207_3	K02391
group9_bins.244_contig_1379207_4	K00975
group9_bins.244_contig_1379207_6	K07713
group9_bins.244_contig_1379207_9	K03558
group9_bins.244_contig_1379207_10	K02563
group9_bins.244_contig_1379207_13	K02390
group9_bins.244_contig_1379207_14	K02389
group9_bins.244_contig_1379207_15	K02414
group9_bins.244_contig_1379207_16	K02383
group9_bins.244_contig_1379207_17	K00844
group9_bins.244_contig_1379207_18	K03657
group9_bins.244_contig_1379207_21	K03732
group9_bins.244_contig_1379207_22	K03745
group9_bins.244_contig_1379207_23	K16923
group9_bins.244_contig_1379207_29	K02909
group9_bins.244_contig_1379207_30	K03628
group9_bins.244_contig_1379207_32	K03820
group9_bins.244_contig_1379207_34	K02968
group9_bins.244_contig_1379207_37	K03722
group9_bins.244_contig_1379207_38	K07816
group9_bins.244_contig_1379207_41	K01448
group9_bins.244_contig_1379207_43	K07257
group9_bins.244_contig_1379207_46	K03601
group9_bins.244_contig_1379207_47	K03602
group9_bins.244_contig_1379207_48	K03572
group9_bins.244_contig_1379207_52	K07096
group9_bins.244_contig_1379207_54	K07315
group9_bins.244_contig_1379207_55	K04749
group9_bins.244_contig_1379207_57	K07315
group9_bins.244_contig_1379207_59	K18890
group9_bins.244_contig_1379207_60	K04083
group9_bins.244_contig_1379207_61	K01868
group9_bins.244_contig_1379208_3	K07483
group9_bins.244_contig_1379208_4	K07497
group9_bins.244_contig_1379209_1	K16213
group9_bins.244_contig_1379209_2	K03976
group9_bins.244_contig_1379209_5	K03924
group9_bins.244_contig_1379209_8	K07114
group9_bins.244_contig_1379209_12	K07318
group9_bins.244_contig_1379209_13	K00602
group9_bins.244_contig_1379210_3	K15921
group9_bins.244_contig_1379210_8	K07559
group9_bins.244_contig_1379210_9	K01154
group9_bins.244_contig_1379210_10	K01154
group9_bins.244_contig_1379212_4	K07133
group9_bins.244_contig_1379213_3	K02355
group9_bins.244_contig_1379213_7	K23510
group9_bins.244_contig_1379213_10	K23512
group9_bins.244_contig_1379213_11	K04566
group9_bins.244_contig_1379213_12	K02529
group9_bins.244_contig_1379213_14	K02025
group9_bins.244_contig_1379213_16	K01193
group9_bins.244_contig_1379213_17	K00847
group9_bins.244_contig_1379213_21	K07133
group9_bins.244_contig_1379213_24	K07473
group9_bins.244_contig_1379213_25	K19158
group9_bins.244_contig_1379213_26	K05349
group9_bins.244_contig_1379213_27	K15921
group9_bins.244_contig_1379213_29	K06020
group9_bins.244_contig_1379213_31	K08992
group9_bins.244_contig_1379213_36	K02066
group9_bins.244_contig_1379213_37	K15738
group9_bins.244_contig_1379213_40	K05919
group9_bins.244_contig_1379213_43	K01173
group9_bins.244_contig_1379213_45	K00287
group9_bins.244_contig_1379213_47	K02422
group9_bins.244_contig_1379213_48	K03798
group9_bins.244_contig_1379213_49	K03634
group9_bins.244_contig_1379213_50	K15539
group9_bins.244_contig_1379213_51	K14441
group9_bins.244_contig_1379213_53	K03657
group9_bins.244_contig_1379213_56	K08307
group9_bins.244_contig_1379213_60	K03210
group9_bins.244_contig_1379213_63	K03527
group9_bins.244_contig_1379213_64	K00940
group9_bins.244_contig_1379213_65	K00057
group9_bins.244_contig_1379213_66	K03106
group9_bins.244_contig_1379213_69	K18678
group9_bins.244_contig_1379213_73	K08303
group9_bins.244_contig_1379213_74	K03111
group9_bins.244_contig_1379213_76	K00817
group9_bins.244_contig_1379213_77	K07096
group9_bins.244_contig_1379213_83	K02456
group9_bins.244_contig_1379213_92	K11928
group9_bins.244_contig_1379213_93	K03593
