gene	ko_id
group6_bins.106_contig_5179536_4	K03797
group6_bins.106_contig_5179537_1	K07736
group6_bins.106_contig_5179537_2	K02986
group6_bins.106_contig_5179537_3	K01892
group6_bins.106_contig_5179538_1	K07493
group6_bins.106_contig_5179538_4	K03070
group6_bins.106_contig_5179538_5	K01866
group6_bins.106_contig_5179539_3	K06076
group6_bins.106_contig_5179539_6	K07277
group6_bins.106_contig_5179539_7	K07098
group6_bins.106_contig_5179539_8	K03501
group6_bins.106_contig_5179539_9	K05794
group6_bins.106_contig_5179539_22	K00175
group6_bins.106_contig_5179539_23	K00174
group6_bins.106_contig_5179540_1	K02110
group6_bins.106_contig_5179540_2	K02108
group6_bins.106_contig_5179540_7	K03111
group6_bins.106_contig_5179540_13	K03553
group6_bins.106_contig_5179540_15	K02340
group6_bins.106_contig_5179540_16	K23876
group6_bins.106_contig_5179540_18	K11068
group6_bins.106_contig_5179541_4	K01486
group6_bins.106_contig_5179541_5	K04760
group6_bins.106_contig_5179541_6	K01925
group6_bins.106_contig_5179541_11	K02337
group6_bins.106_contig_5179542_2	K02217
group6_bins.106_contig_5179542_4	K00611
group6_bins.106_contig_5179542_7	K00133
group6_bins.106_contig_5179542_10	K00566
group6_bins.106_contig_5179542_11	K07079
group6_bins.106_contig_5179542_12	K02574
group6_bins.106_contig_5179542_23	K03555
group6_bins.106_contig_5179542_24	K03116
group6_bins.106_contig_5179543_2	K26937
group6_bins.106_contig_5179543_5	K03585
group6_bins.106_contig_5179544_1	K00931
group6_bins.106_contig_5179544_4	K25152
group6_bins.106_contig_5179544_5	K25151
group6_bins.106_contig_5179544_6	K25153
group6_bins.106_contig_5179545_4	K00703
group6_bins.106_contig_5179545_7	K12132
group6_bins.106_contig_5179545_8	K00946
group6_bins.106_contig_5179545_10	K06969
group6_bins.106_contig_5179545_11	K03664
group6_bins.106_contig_5179545_13	K02906
group6_bins.106_contig_5179545_16	K03545
group6_bins.106_contig_5179545_17	K01358
group6_bins.106_contig_5179545_18	K03544
group6_bins.106_contig_5179545_19	K09903
group6_bins.106_contig_5179545_20	K01153
group6_bins.106_contig_5179546_1	K05837
group6_bins.106_contig_5179546_2	K03583
group6_bins.106_contig_5179546_5	K02652
group6_bins.106_contig_5179547_3	K01628
group6_bins.106_contig_5179547_9	K06958
group6_bins.106_contig_5179548_1	K01843
group6_bins.106_contig_5179548_2	K00772
group6_bins.106_contig_5179548_3	K09138
group6_bins.106_contig_5179548_7	K11904
group6_bins.106_contig_5179548_11	K12132
group6_bins.106_contig_5179548_13	K01867
group6_bins.106_contig_5179548_15	K03215
group6_bins.106_contig_5179548_21	K03671
group6_bins.106_contig_5179549_3	K20074
group6_bins.106_contig_5179549_5	K02968
group6_bins.106_contig_5179549_7	K01322
group6_bins.106_contig_5179549_9	K25895
group6_bins.106_contig_5179549_10	K09761
group6_bins.106_contig_5179549_13	K03699
group6_bins.106_contig_5179549_14	K12574
group6_bins.106_contig_5179549_17	K10773
group6_bins.106_contig_5179549_19	K03665
group6_bins.106_contig_5179550_3	K14058
group6_bins.106_contig_5179550_4	K06187
group6_bins.106_contig_5179550_7	K12132
group6_bins.106_contig_5179550_15	K01990
group6_bins.106_contig_5179550_18	K03673
group6_bins.106_contig_5179550_20	K03701
group6_bins.106_contig_5179550_24	K07447
group6_bins.106_contig_5179551_5	K07560
group6_bins.106_contig_5179552_3	K03559
group6_bins.106_contig_5179552_4	K03686
group6_bins.106_contig_5179552_7	K07173
group6_bins.106_contig_5179552_8	K01243
group6_bins.106_contig_5179552_9	K00926
group6_bins.106_contig_5179553_6	K12132
group6_bins.106_contig_5179553_11	K00674
group6_bins.106_contig_5179553_13	K06173
group6_bins.106_contig_5179553_14	K01579
group6_bins.106_contig_5179554_2	K01875
group6_bins.106_contig_5179554_7	K00942
group6_bins.106_contig_5179554_13	K01488
group6_bins.106_contig_5179554_14	K04066
group6_bins.106_contig_5179556_2	K01424
group6_bins.106_contig_5179556_4	K12410
group6_bins.106_contig_5179556_5	K02315
group6_bins.106_contig_5179556_10	K03969
group6_bins.106_contig_5179556_11	K03924
group6_bins.106_contig_5179556_13	K03521
group6_bins.106_contig_5179556_14	K03442
group6_bins.106_contig_5179556_16	K12132
group6_bins.106_contig_5179556_19	K03820
group6_bins.106_contig_5179556_20	K01462
group6_bins.106_contig_5179556_21	K02838
group6_bins.106_contig_5179557_1	K00831
group6_bins.106_contig_5179557_3	K02338
group6_bins.106_contig_5179557_4	K02313
group6_bins.106_contig_5179557_5	K03466
group6_bins.106_contig_5179557_8	K02945
group6_bins.106_contig_5179557_9	K07568
group6_bins.106_contig_5179557_10	K03575
group6_bins.106_contig_5179557_11	K02956
group6_bins.106_contig_5179557_12	K00962
group6_bins.106_contig_5179557_14	K07259
group6_bins.106_contig_5179557_20	K03531
group6_bins.106_contig_5179557_21	K02533
group6_bins.106_contig_5179558_4	K16904
group6_bins.106_contig_5179560_4	K00950
group6_bins.106_contig_5179560_8	K04763
group6_bins.106_contig_5179560_9	K13288
group6_bins.106_contig_5179560_11	K12132
group6_bins.106_contig_5179560_14	K16149
group6_bins.106_contig_5179560_17	K03584
group6_bins.106_contig_5179560_18	K07052
group6_bins.106_contig_5179560_19	K03286
group6_bins.106_contig_5179561_10	K02897
group6_bins.106_contig_5179561_11	K01056
group6_bins.106_contig_5179561_12	K15987
group6_bins.106_contig_5179561_16	K06971
group6_bins.106_contig_5179561_21	K01868
group6_bins.106_contig_5179561_24	K01448
group6_bins.106_contig_5179561_27	K12132
group6_bins.106_contig_5179561_32	K02672
group6_bins.106_contig_5179562_1	K09936
group6_bins.106_contig_5179563_3	K03559
group6_bins.106_contig_5179563_4	K03562
group6_bins.106_contig_5179564_1	K04487
group6_bins.106_contig_5179564_2	K07402
group6_bins.106_contig_5179564_3	K03579
group6_bins.106_contig_5179564_4	K01069
group6_bins.106_contig_5179564_10	K07816
group6_bins.106_contig_5179565_1	K12132
group6_bins.106_contig_5179565_3	K03724
group6_bins.106_contig_5179565_4	K01265
group6_bins.106_contig_5179566_2	K12132
group6_bins.106_contig_5179567_4	K24131
group6_bins.106_contig_5179567_6	K09748
group6_bins.106_contig_5179567_7	K02600
group6_bins.106_contig_5179567_8	K07742
group6_bins.106_contig_5179567_9	K02519
group6_bins.106_contig_5179567_11	K02656
group6_bins.106_contig_5179567_12	K07261
group6_bins.106_contig_5179567_13	K25307
group6_bins.106_contig_5179567_21	K22132
group6_bins.106_contig_5179567_22	K07054
group6_bins.106_contig_5179568_1	K07478
group6_bins.106_contig_5179568_2	K02520
group6_bins.106_contig_5179568_3	K03601
group6_bins.106_contig_5179568_4	K03602
group6_bins.106_contig_5179568_7	K05366
group6_bins.106_contig_5179568_11	K01874
group6_bins.106_contig_5179569_1	K06940
group6_bins.106_contig_5179569_3	K20074
group6_bins.106_contig_5179569_7	K18189
group6_bins.106_contig_5179569_8	K01159
group6_bins.106_contig_5179570_1	K05795
group6_bins.106_contig_5179570_2	K05795
group6_bins.106_contig_5179570_3	K05795
group6_bins.106_contig_5179570_6	K19294
group6_bins.106_contig_5179570_7	K01872
group6_bins.106_contig_5179570_8	K07042
group6_bins.106_contig_5179571_2	K02687
group6_bins.106_contig_5179571_7	K03525
group6_bins.106_contig_5179571_8	K00215
group6_bins.106_contig_5179571_9	K01714
group6_bins.106_contig_5179571_12	K08162
group6_bins.106_contig_5179571_13	K00054
group6_bins.106_contig_5179571_14	K02356
group6_bins.106_contig_5179571_16	K00773
group6_bins.106_contig_5179571_20	K01174
group6_bins.106_contig_5179571_23	K13292
group6_bins.106_contig_5179571_24	K03101
group6_bins.106_contig_5179571_25	K14742
group6_bins.106_contig_5179571_26	K11749
group6_bins.106_contig_5179571_27	K00981
group6_bins.106_contig_5179571_30	K21470
group6_bins.106_contig_5179572_2	K04759
group6_bins.106_contig_5179572_4	K04758
group6_bins.106_contig_5179572_5	K01487
group6_bins.106_contig_5179572_7	K13038
group6_bins.106_contig_5179572_13	K04069
group6_bins.106_contig_5179573_9	K11991
group6_bins.106_contig_5179573_12	K03629
group6_bins.106_contig_5179574_3	K01520
group6_bins.106_contig_5179574_5	K00820
group6_bins.106_contig_5179575_2	K06213
group6_bins.106_contig_5179575_4	K20074
group6_bins.106_contig_5179575_6	K03688
group6_bins.106_contig_5179575_8	K06180
group6_bins.106_contig_5179575_9	K00943
group6_bins.106_contig_5179576_1	K12132
group6_bins.106_contig_5179576_3	K00174
group6_bins.106_contig_5179577_3	K06990
group6_bins.106_contig_5179577_6	K00244
group6_bins.106_contig_5179577_7	K00245
group6_bins.106_contig_5179577_8	K00246
group6_bins.106_contig_5179577_9	K00247
group6_bins.106_contig_5179578_1	K16554
group6_bins.106_contig_5179578_2	K01991
group6_bins.106_contig_5179579_1	K03305
group6_bins.106_contig_5179579_3	K12132
group6_bins.106_contig_5179580_2	K00705
group6_bins.106_contig_5179580_5	K07566
group6_bins.106_contig_5179580_6	K07574
group6_bins.106_contig_5179581_8	K06903
group6_bins.106_contig_5179581_10	K02834
group6_bins.106_contig_5179581_11	K06881
group6_bins.106_contig_5179581_13	K01448
group6_bins.106_contig_5179581_14	K01975
group6_bins.106_contig_5179582_2	K03111
group6_bins.106_contig_5179582_7	K19304
group6_bins.106_contig_5179582_8	K03631
group6_bins.106_contig_5179583_2	K02836
group6_bins.106_contig_5179583_3	K03286
group6_bins.106_contig_5179584_2	K00859
group6_bins.106_contig_5179584_4	K09022
group6_bins.106_contig_5179584_5	K03470
group6_bins.106_contig_5179584_7	K01890
group6_bins.106_contig_5179584_8	K01889
group6_bins.106_contig_5179584_9	K02887
group6_bins.106_contig_5179584_10	K02916
group6_bins.106_contig_5179584_11	K01597
group6_bins.106_contig_5179584_12	K03574
group6_bins.106_contig_5179584_13	K18979
group6_bins.106_contig_5179584_14	K07566
group6_bins.106_contig_5179585_2	K04075
group6_bins.106_contig_5179586_2	K03589
group6_bins.106_contig_5179586_3	K03590
group6_bins.106_contig_5179587_3	K03703
group6_bins.106_contig_5179587_9	K06204
group6_bins.106_contig_5179587_10	K08218
group6_bins.106_contig_5179587_13	K01768
group6_bins.106_contig_5179588_2	K00615
group6_bins.106_contig_5179588_5	K06949
group6_bins.106_contig_5179589_3	K01092
group6_bins.106_contig_5179589_4	K03980
group6_bins.106_contig_5179589_7	K06940
group6_bins.106_contig_5179589_8	K03215
group6_bins.106_contig_5179589_13	K01147
group6_bins.106_contig_5179589_15	K02654
group6_bins.106_contig_5179589_16	K12132
group6_bins.106_contig_5179590_1	K01214
group6_bins.106_contig_5179590_3	K01689
group6_bins.106_contig_5179590_10	K03563
group6_bins.106_contig_5179590_14	K06153
group6_bins.106_contig_5179590_16	K01012
group6_bins.106_contig_5179591_4	K03089
group6_bins.106_contig_5179591_6	K02913
group6_bins.106_contig_5179592_3	K01858
group6_bins.106_contig_5179592_4	K07281
group6_bins.106_contig_5179592_6	K09888
group6_bins.106_contig_5179592_7	K18682
group6_bins.106_contig_5179593_1	K26939
group6_bins.106_contig_5179593_3	K07192
group6_bins.106_contig_5179593_5	K01258
group6_bins.106_contig_5179593_6	K03592
group6_bins.106_contig_5179593_7	K03568
group6_bins.106_contig_5179593_15	K06898
group6_bins.106_contig_5179593_16	K09121
group6_bins.106_contig_5179593_17	K07491
group6_bins.106_contig_5179593_25	K23997
group6_bins.106_contig_5179593_28	K00945
group6_bins.106_contig_5179593_32	K12132
group6_bins.106_contig_5179593_38	K15539
group6_bins.106_contig_5179593_39	K03092
group6_bins.106_contig_5179594_4	K01207
group6_bins.106_contig_5179594_9	K09797
group6_bins.106_contig_5179594_17	K01886
group6_bins.106_contig_5179594_23	K01918
group6_bins.106_contig_5179594_24	K00606
group6_bins.106_contig_5179594_27	K03587
group6_bins.106_contig_5179595_1	K09800
group6_bins.106_contig_5179596_16	K01689
group6_bins.106_contig_5179597_1	K03832
group6_bins.106_contig_5179597_3	K03106
group6_bins.106_contig_5179597_5	K01929
group6_bins.106_contig_5179597_6	K01000
group6_bins.106_contig_5179597_7	K03588
group6_bins.106_contig_5179598_7	K01810
group6_bins.106_contig_5179598_10	K03701
group6_bins.106_contig_5179599_2	K07495
group6_bins.106_contig_5179599_5	K26730
group6_bins.106_contig_5179599_13	K07003
group6_bins.106_contig_5179599_17	K06158
group6_bins.106_contig_5179599_18	K00969
group6_bins.106_contig_5179600_7	K08640
group6_bins.106_contig_5179600_8	K03695
group6_bins.106_contig_5179601_2	K07495
group6_bins.106_contig_5179601_5	K00954
group6_bins.106_contig_5179601_8	K03673
group6_bins.106_contig_5179601_9	K07277
group6_bins.106_contig_5179601_10	K09810
group6_bins.106_contig_5179601_11	K09808
group6_bins.106_contig_5179601_12	K21470
group6_bins.106_contig_5179601_14	K03110
group6_bins.106_contig_5179601_21	K03152
group6_bins.106_contig_5179601_22	K02342
group6_bins.106_contig_5179601_25	K01921
group6_bins.106_contig_5179601_26	K02109
group6_bins.106_contig_5179601_27	K02109
group6_bins.106_contig_5179601_28	K02113
group6_bins.106_contig_5179601_29	K02111
group6_bins.106_contig_5179601_30	K02115
group6_bins.106_contig_5179601_31	K02112
group6_bins.106_contig_5179601_32	K02114
group6_bins.106_contig_5179601_36	K06907
group6_bins.106_contig_5179601_40	K06905
group6_bins.106_contig_5179601_42	K00600
group6_bins.106_contig_5179602_8	K03217
group6_bins.106_contig_5179602_9	K03536
group6_bins.106_contig_5179602_10	K09747
group6_bins.106_contig_5179602_12	K02343
group6_bins.106_contig_5179602_14	K02314
group6_bins.106_contig_5179602_17	K00767
group6_bins.106_contig_5179602_19	K07124
group6_bins.106_contig_5179602_20	K06346
group6_bins.106_contig_5179602_23	K03088
group6_bins.106_contig_5179603_2	K26939
group6_bins.106_contig_5179603_5	K09706
group6_bins.106_contig_5179603_8	K02945
group6_bins.106_contig_5179603_11	K03495
group6_bins.106_contig_5179603_12	K03424
group6_bins.106_contig_5179603_13	K07138
group6_bins.106_contig_5179603_14	K01897
group6_bins.106_contig_5179603_18	K03778
group6_bins.106_contig_5179604_2	K01596
group6_bins.106_contig_5179605_1	K02065
group6_bins.106_contig_5179605_2	K00684
group6_bins.106_contig_5179605_3	K03572
group6_bins.106_contig_5179605_5	K03593
group6_bins.106_contig_5179605_7	K07164
group6_bins.106_contig_5179606_5	K25422
group6_bins.106_contig_5179606_6	K18702
group6_bins.106_contig_5179606_8	K01176
group6_bins.106_contig_5179606_10	K05540
group6_bins.106_contig_5179606_12	K01881
group6_bins.106_contig_5179606_13	K03218
group6_bins.106_contig_5179607_1	K04487
group6_bins.106_contig_5179607_2	K13819
group6_bins.106_contig_5179607_4	K03719
group6_bins.106_contig_5179607_5	K13481
group6_bins.106_contig_5179608_3	K01284
group6_bins.106_contig_5179608_6	K07141
group6_bins.106_contig_5179608_8	K01356
group6_bins.106_contig_5179608_9	K06287
group6_bins.106_contig_5179608_13	K07456
group6_bins.106_contig_5179608_14	K04773
group6_bins.106_contig_5179609_5	K03150
group6_bins.106_contig_5179609_9	K22900
group6_bins.106_contig_5179609_10	K07029
group6_bins.106_contig_5179610_1	K00688
group6_bins.106_contig_5179610_7	K00655
group6_bins.106_contig_5179610_8	K01878
group6_bins.106_contig_5179610_9	K01879
group6_bins.106_contig_5179610_11	K07052
group6_bins.106_contig_5179610_12	K15519
group6_bins.106_contig_5179610_14	K06925
group6_bins.106_contig_5179610_16	K03650
group6_bins.106_contig_5179610_17	K03075
group6_bins.106_contig_5179610_21	K07040
group6_bins.106_contig_5179610_22	K01869
group6_bins.106_contig_5179611_4	K01883
group6_bins.106_contig_5179612_2	K08309
group6_bins.106_contig_5179612_7	K09005
group6_bins.106_contig_5179613_2	K00075
group6_bins.106_contig_5179613_5	K01893
group6_bins.106_contig_5179614_4	K03723
group6_bins.106_contig_5179616_2	K00975
group6_bins.106_contig_5179616_4	K07713
group6_bins.106_contig_5179616_7	K02458
group6_bins.106_contig_5179616_8	K02459
group6_bins.106_contig_5179616_9	K02460
group6_bins.106_contig_5179617_6	K12132
group6_bins.106_contig_5179618_2	K17723
group6_bins.106_contig_5179619_1	K18682
group6_bins.106_contig_5179619_4	K06215
group6_bins.106_contig_5179619_5	K08681
group6_bins.106_contig_5179619_13	K17103
group6_bins.106_contig_5179619_15	K03743
group6_bins.106_contig_5179619_17	K02888
group6_bins.106_contig_5179619_18	K02899
group6_bins.106_contig_5179619_19	K03979
group6_bins.106_contig_5179619_27	K00548
group6_bins.106_contig_5179620_2	K12132
group6_bins.106_contig_5179620_3	K02558
group6_bins.106_contig_5179620_4	K04078
group6_bins.106_contig_5179620_5	K04077
group6_bins.106_contig_5179620_6	K03775
group6_bins.106_contig_5179620_8	K05337
group6_bins.106_contig_5179621_4	K03685
group6_bins.106_contig_5179621_5	K12132
group6_bins.106_contig_5179621_6	K03424
group6_bins.106_contig_5179621_7	K03581
group6_bins.106_contig_5179621_8	K08974
group6_bins.106_contig_5179622_5	K03724
group6_bins.106_contig_5179623_4	K02518
group6_bins.106_contig_5179623_5	K03569
group6_bins.106_contig_5179623_6	K03570
group6_bins.106_contig_5179623_7	K03571
group6_bins.106_contig_5179623_8	K22452
group6_bins.106_contig_5179623_9	K03642
group6_bins.106_contig_5179624_5	K03596
group6_bins.106_contig_5179624_11	K02418
group6_bins.106_contig_5179624_14	K09744
group6_bins.106_contig_5179624_17	K00640
group6_bins.106_contig_5179624_18	K03559
group6_bins.106_contig_5179624_19	K03561
group6_bins.106_contig_5179624_26	K08301
group6_bins.106_contig_5179624_27	K12132
group6_bins.106_contig_5179625_4	K26996
group6_bins.106_contig_5179625_6	K06001
group6_bins.106_contig_5179625_8	K01835
group6_bins.106_contig_5179626_2	K07114
group6_bins.106_contig_5179626_3	K07114
group6_bins.106_contig_5179626_6	K03924
group6_bins.106_contig_5179626_8	K03088
group6_bins.106_contig_5179626_9	K03088
group6_bins.106_contig_5179626_11	K07323
group6_bins.106_contig_5179627_5	K06168
group6_bins.106_contig_5179627_6	K02493
group6_bins.106_contig_5179627_8	K12132
group6_bins.106_contig_5179629_2	K07462
group6_bins.106_contig_5179629_4	K03439
group6_bins.106_contig_5179630_2	K03551
group6_bins.106_contig_5179630_3	K03550
group6_bins.106_contig_5179630_4	K03216
group6_bins.106_contig_5179630_5	K00831
group6_bins.106_contig_5179631_3	K17713
group6_bins.106_contig_5179631_4	K00962
group6_bins.106_contig_5179633_1	K03308
group6_bins.106_contig_5179633_7	K00287
group6_bins.106_contig_5179633_11	K00876
group6_bins.106_contig_5179633_14	K00057
group6_bins.106_contig_5179633_16	K01338
group6_bins.106_contig_5179633_18	K01491
group6_bins.106_contig_5179633_26	K00790
group6_bins.106_contig_5179635_5	K20074
group6_bins.106_contig_5179636_1	K03797
group6_bins.106_contig_5179636_5	K00012
group6_bins.106_contig_5179637_2	K07261
group6_bins.106_contig_5179638_3	K03832
group6_bins.106_contig_5179639_6	K11912
group6_bins.106_contig_5179640_5	K13993
group6_bins.106_contig_5179640_6	K13993
group6_bins.106_contig_5179640_8	K03977
group6_bins.106_contig_5179640_9	K03595
group6_bins.106_contig_5179640_10	K03544
group6_bins.106_contig_5179640_11	K02959
group6_bins.106_contig_5179640_12	K06960
group6_bins.106_contig_5179640_13	K02860
group6_bins.106_contig_5179640_14	K00554
group6_bins.106_contig_5179640_15	K02884
group6_bins.106_contig_5179640_17	K03100
group6_bins.106_contig_5179640_21	K12132
group6_bins.106_contig_5179640_22	K03469
group6_bins.106_contig_5179641_12	K09459
group6_bins.106_contig_5179641_13	K25574
group6_bins.106_contig_5179641_14	K23999
group6_bins.106_contig_5179642_1	K03628
group6_bins.106_contig_5179642_4	K01885
group6_bins.106_contig_5179642_6	K21903
group6_bins.106_contig_5179642_7	K01534
group6_bins.106_contig_5179642_10	K01993
group6_bins.106_contig_5179644_11	K00432
group6_bins.106_contig_5179644_15	K21929
group6_bins.106_contig_5179644_16	K12132
group6_bins.106_contig_5179645_2	K01752
group6_bins.106_contig_5179645_5	K15633
group6_bins.106_contig_5179645_10	K03286
group6_bins.106_contig_5179645_13	K12132
group6_bins.106_contig_5179646_1	K01809
