gene	ko_id
MEGAHIT-MetaBAT2-S938.43_contig_1391502_7	K00761
MEGAHIT-MetaBAT2-S938.43_contig_1391502_10	K00609
MEGAHIT-MetaBAT2-S938.43_contig_1391502_11	K01923
MEGAHIT-MetaBAT2-S938.43_contig_1391502_12	K00764
MEGAHIT-MetaBAT2-S938.43_contig_1391502_13	K01756
MEGAHIT-MetaBAT2-S938.43_contig_1391502_14	K01939
MEGAHIT-MetaBAT2-S938.43_contig_1391502_15	K01951
MEGAHIT-MetaBAT2-S938.43_contig_1391503_4	K03624
MEGAHIT-MetaBAT2-S938.43_contig_1391503_5	K04567
MEGAHIT-MetaBAT2-S938.43_contig_1391504_2	K18816
MEGAHIT-MetaBAT2-S938.43_contig_1391504_3	K11621
MEGAHIT-MetaBAT2-S938.43_contig_1391505_2	K18707
MEGAHIT-MetaBAT2-S938.43_contig_1391506_1	K16927
MEGAHIT-MetaBAT2-S938.43_contig_1391506_2	K01552
MEGAHIT-MetaBAT2-S938.43_contig_1391506_3	K16785
MEGAHIT-MetaBAT2-S938.43_contig_1391507_1	K03665
MEGAHIT-MetaBAT2-S938.43_contig_1391507_2	K00278
MEGAHIT-MetaBAT2-S938.43_contig_1391507_3	K00767
MEGAHIT-MetaBAT2-S938.43_contig_1391508_1	K06178
MEGAHIT-MetaBAT2-S938.43_contig_1391508_2	K07258
MEGAHIT-MetaBAT2-S938.43_contig_1391508_5	K06024
MEGAHIT-MetaBAT2-S938.43_contig_1391508_6	K05896
MEGAHIT-MetaBAT2-S938.43_contig_1391508_8	K02902
MEGAHIT-MetaBAT2-S938.43_contig_1391511_2	K03544
MEGAHIT-MetaBAT2-S938.43_contig_1391511_3	K01358
MEGAHIT-MetaBAT2-S938.43_contig_1391511_4	K03545
MEGAHIT-MetaBAT2-S938.43_contig_1391511_5	K07099
MEGAHIT-MetaBAT2-S938.43_contig_1391511_6	K01733
MEGAHIT-MetaBAT2-S938.43_contig_1391511_7	K01273
MEGAHIT-MetaBAT2-S938.43_contig_1391512_1	K03324
MEGAHIT-MetaBAT2-S938.43_contig_1391512_2	K02039
MEGAHIT-MetaBAT2-S938.43_contig_1391512_3	K02036
MEGAHIT-MetaBAT2-S938.43_contig_1391512_4	K02038
MEGAHIT-MetaBAT2-S938.43_contig_1391512_5	K02037
MEGAHIT-MetaBAT2-S938.43_contig_1391512_6	K02040
MEGAHIT-MetaBAT2-S938.43_contig_1391514_3	K25086
MEGAHIT-MetaBAT2-S938.43_contig_1391514_4	K25087
MEGAHIT-MetaBAT2-S938.43_contig_1391514_5	K25088
MEGAHIT-MetaBAT2-S938.43_contig_1391514_6	K01507
MEGAHIT-MetaBAT2-S938.43_contig_1391514_7	K02003
MEGAHIT-MetaBAT2-S938.43_contig_1391515_1	K01649
MEGAHIT-MetaBAT2-S938.43_contig_1391515_3	K03088
MEGAHIT-MetaBAT2-S938.43_contig_1391516_3	K01990
MEGAHIT-MetaBAT2-S938.43_contig_1391519_1	K07317
MEGAHIT-MetaBAT2-S938.43_contig_1391519_2	K07098
MEGAHIT-MetaBAT2-S938.43_contig_1391519_3	K19689
MEGAHIT-MetaBAT2-S938.43_contig_1391519_4	K21064
MEGAHIT-MetaBAT2-S938.43_contig_1391519_5	K07729
MEGAHIT-MetaBAT2-S938.43_contig_1391519_8	K03310
MEGAHIT-MetaBAT2-S938.43_contig_1391520_3	K00059
MEGAHIT-MetaBAT2-S938.43_contig_1391520_4	K01886
MEGAHIT-MetaBAT2-S938.43_contig_1391520_5	K01989
MEGAHIT-MetaBAT2-S938.43_contig_1391520_6	K05832
MEGAHIT-MetaBAT2-S938.43_contig_1391520_7	K05833
MEGAHIT-MetaBAT2-S938.43_contig_1391520_9	K01421
MEGAHIT-MetaBAT2-S938.43_contig_1391521_2	K03701
MEGAHIT-MetaBAT2-S938.43_contig_1391521_3	K03798
MEGAHIT-MetaBAT2-S938.43_contig_1391521_4	K00760
MEGAHIT-MetaBAT2-S938.43_contig_1391521_5	K04075
MEGAHIT-MetaBAT2-S938.43_contig_1391521_6	K02314
MEGAHIT-MetaBAT2-S938.43_contig_1391521_7	K02939
MEGAHIT-MetaBAT2-S938.43_contig_1391521_8	K22927
MEGAHIT-MetaBAT2-S938.43_contig_1391521_9	K12574
MEGAHIT-MetaBAT2-S938.43_contig_1391521_10	K03469
MEGAHIT-MetaBAT2-S938.43_contig_1391521_11	K07738
MEGAHIT-MetaBAT2-S938.43_contig_1391522_2	K02824
MEGAHIT-MetaBAT2-S938.43_contig_1391522_3	K01579
MEGAHIT-MetaBAT2-S938.43_contig_1391523_1	K22278
MEGAHIT-MetaBAT2-S938.43_contig_1391523_2	K01883
MEGAHIT-MetaBAT2-S938.43_contig_1391523_3	K00640
MEGAHIT-MetaBAT2-S938.43_contig_1391523_5	K00995
MEGAHIT-MetaBAT2-S938.43_contig_1391523_6	K14441
MEGAHIT-MetaBAT2-S938.43_contig_1391523_7	K03565
MEGAHIT-MetaBAT2-S938.43_contig_1391523_8	K03553
MEGAHIT-MetaBAT2-S938.43_contig_1391523_14	K03439
MEGAHIT-MetaBAT2-S938.43_contig_1391523_17	K07273
MEGAHIT-MetaBAT2-S938.43_contig_1391523_18	K07173
MEGAHIT-MetaBAT2-S938.43_contig_1391526_2	K21064
MEGAHIT-MetaBAT2-S938.43_contig_1391526_3	K01695
MEGAHIT-MetaBAT2-S938.43_contig_1391526_4	K01696
MEGAHIT-MetaBAT2-S938.43_contig_1391526_5	K01609
MEGAHIT-MetaBAT2-S938.43_contig_1391526_6	K00766
MEGAHIT-MetaBAT2-S938.43_contig_1391526_7	K01658
MEGAHIT-MetaBAT2-S938.43_contig_1391526_8	K01657
MEGAHIT-MetaBAT2-S938.43_contig_1391526_11	K04079
MEGAHIT-MetaBAT2-S938.43_contig_1391526_12	K00563
MEGAHIT-MetaBAT2-S938.43_contig_1391526_13	K00873
MEGAHIT-MetaBAT2-S938.43_contig_1391526_14	K00891
MEGAHIT-MetaBAT2-S938.43_contig_1391526_15	K04758
MEGAHIT-MetaBAT2-S938.43_contig_1391526_16	K04758
MEGAHIT-MetaBAT2-S938.43_contig_1391526_17	K04759
MEGAHIT-MetaBAT2-S938.43_contig_1391526_20	K25232
MEGAHIT-MetaBAT2-S938.43_contig_1391526_21	K01867
MEGAHIT-MetaBAT2-S938.43_contig_1391526_22	K05825
MEGAHIT-MetaBAT2-S938.43_contig_1391526_24	K01518
MEGAHIT-MetaBAT2-S938.43_contig_1391527_1	K04771
MEGAHIT-MetaBAT2-S938.43_contig_1391527_4	K07023
MEGAHIT-MetaBAT2-S938.43_contig_1391530_3	K01784
MEGAHIT-MetaBAT2-S938.43_contig_1391530_4	K01666
MEGAHIT-MetaBAT2-S938.43_contig_1391530_5	K09768
MEGAHIT-MetaBAT2-S938.43_contig_1391530_6	K01585
MEGAHIT-MetaBAT2-S938.43_contig_1391530_8	K06871
MEGAHIT-MetaBAT2-S938.43_contig_1391530_14	K06518
MEGAHIT-MetaBAT2-S938.43_contig_1391530_18	K07461
MEGAHIT-MetaBAT2-S938.43_contig_1391531_2	K02028
MEGAHIT-MetaBAT2-S938.43_contig_1391532_1	K16899
MEGAHIT-MetaBAT2-S938.43_contig_1391532_2	K16898
MEGAHIT-MetaBAT2-S938.43_contig_1391534_1	K09951
MEGAHIT-MetaBAT2-S938.43_contig_1391534_2	K15342
MEGAHIT-MetaBAT2-S938.43_contig_1391534_4	K07012
MEGAHIT-MetaBAT2-S938.43_contig_1391534_5	K19090
MEGAHIT-MetaBAT2-S938.43_contig_1391534_6	K19075
MEGAHIT-MetaBAT2-S938.43_contig_1391534_7	K19088
MEGAHIT-MetaBAT2-S938.43_contig_1391534_8	K19091
MEGAHIT-MetaBAT2-S938.43_contig_1391535_5	K03424
MEGAHIT-MetaBAT2-S938.43_contig_1391535_6	K01874
MEGAHIT-MetaBAT2-S938.43_contig_1391537_5	K22278
MEGAHIT-MetaBAT2-S938.43_contig_1391538_2	K09710
MEGAHIT-MetaBAT2-S938.43_contig_1391538_3	K01869
MEGAHIT-MetaBAT2-S938.43_contig_1391538_4	K02970
MEGAHIT-MetaBAT2-S938.43_contig_1391538_5	K03786
MEGAHIT-MetaBAT2-S938.43_contig_1391539_1	K02890
MEGAHIT-MetaBAT2-S938.43_contig_1391539_2	K02982
MEGAHIT-MetaBAT2-S938.43_contig_1391539_3	K02878
MEGAHIT-MetaBAT2-S938.43_contig_1391539_4	K02904
MEGAHIT-MetaBAT2-S938.43_contig_1391539_5	K02961
MEGAHIT-MetaBAT2-S938.43_contig_1391539_6	K02874
MEGAHIT-MetaBAT2-S938.43_contig_1391539_7	K02895
MEGAHIT-MetaBAT2-S938.43_contig_1391539_8	K02931
MEGAHIT-MetaBAT2-S938.43_contig_1391539_9	K02994
MEGAHIT-MetaBAT2-S938.43_contig_1391539_10	K02933
MEGAHIT-MetaBAT2-S938.43_contig_1391539_11	K02881
MEGAHIT-MetaBAT2-S938.43_contig_1391539_12	K02988
MEGAHIT-MetaBAT2-S938.43_contig_1391539_13	K02907
MEGAHIT-MetaBAT2-S938.43_contig_1391539_14	K02876
MEGAHIT-MetaBAT2-S938.43_contig_1391539_15	K03076
MEGAHIT-MetaBAT2-S938.43_contig_1391539_16	K00939
MEGAHIT-MetaBAT2-S938.43_contig_1391539_17	K01265
MEGAHIT-MetaBAT2-S938.43_contig_1391539_19	K02518
MEGAHIT-MetaBAT2-S938.43_contig_1391539_20	K02919
MEGAHIT-MetaBAT2-S938.43_contig_1391539_21	K02952
MEGAHIT-MetaBAT2-S938.43_contig_1391539_22	K02948
MEGAHIT-MetaBAT2-S938.43_contig_1391539_23	K02986
MEGAHIT-MetaBAT2-S938.43_contig_1391539_24	K03040
MEGAHIT-MetaBAT2-S938.43_contig_1391539_25	K02879
MEGAHIT-MetaBAT2-S938.43_contig_1391539_27	K01776
MEGAHIT-MetaBAT2-S938.43_contig_1391539_29	K01887
MEGAHIT-MetaBAT2-S938.43_contig_1391539_33	K01012
MEGAHIT-MetaBAT2-S938.43_contig_1391539_34	K00975
MEGAHIT-MetaBAT2-S938.43_contig_1391539_35	K00975
MEGAHIT-MetaBAT2-S938.43_contig_1391539_36	K00703
MEGAHIT-MetaBAT2-S938.43_contig_1391539_38	K21929
MEGAHIT-MetaBAT2-S938.43_contig_1391539_39	K15024
MEGAHIT-MetaBAT2-S938.43_contig_1391539_40	K03073
MEGAHIT-MetaBAT2-S938.43_contig_1391539_41	K02601
MEGAHIT-MetaBAT2-S938.43_contig_1391539_42	K02867
MEGAHIT-MetaBAT2-S938.43_contig_1391539_43	K02863
MEGAHIT-MetaBAT2-S938.43_contig_1391539_44	K02864
MEGAHIT-MetaBAT2-S938.43_contig_1391539_45	K02935
MEGAHIT-MetaBAT2-S938.43_contig_1391542_1	K07391
MEGAHIT-MetaBAT2-S938.43_contig_1391542_2	K00790
MEGAHIT-MetaBAT2-S938.43_contig_1391542_4	K00783
MEGAHIT-MetaBAT2-S938.43_contig_1391542_6	K03324
MEGAHIT-MetaBAT2-S938.43_contig_1391542_7	K04769
MEGAHIT-MetaBAT2-S938.43_contig_1391543_1	K07741
MEGAHIT-MetaBAT2-S938.43_contig_1391544_1	K07025
MEGAHIT-MetaBAT2-S938.43_contig_1391544_2	K10773
MEGAHIT-MetaBAT2-S938.43_contig_1391544_3	K06213
MEGAHIT-MetaBAT2-S938.43_contig_1391544_6	K24180
MEGAHIT-MetaBAT2-S938.43_contig_1391547_2	K22522
MEGAHIT-MetaBAT2-S938.43_contig_1391548_2	K12952
MEGAHIT-MetaBAT2-S938.43_contig_1391548_3	K00974
MEGAHIT-MetaBAT2-S938.43_contig_1391548_4	K00027
MEGAHIT-MetaBAT2-S938.43_contig_1391551_1	K01940
MEGAHIT-MetaBAT2-S938.43_contig_1391551_2	K01755
MEGAHIT-MetaBAT2-S938.43_contig_1391551_3	K00145
MEGAHIT-MetaBAT2-S938.43_contig_1391551_4	K00620
MEGAHIT-MetaBAT2-S938.43_contig_1391552_4	K07315
MEGAHIT-MetaBAT2-S938.43_contig_1391554_1	K03177
MEGAHIT-MetaBAT2-S938.43_contig_1391554_2	K06881
MEGAHIT-MetaBAT2-S938.43_contig_1391554_3	K02834
MEGAHIT-MetaBAT2-S938.43_contig_1391554_4	K02519
MEGAHIT-MetaBAT2-S938.43_contig_1391554_6	K07742
MEGAHIT-MetaBAT2-S938.43_contig_1391554_7	K02600
MEGAHIT-MetaBAT2-S938.43_contig_1391554_8	K09748
MEGAHIT-MetaBAT2-S938.43_contig_1391554_9	K06407
MEGAHIT-MetaBAT2-S938.43_contig_1391554_10	K25152
MEGAHIT-MetaBAT2-S938.43_contig_1391554_11	K25151
MEGAHIT-MetaBAT2-S938.43_contig_1391555_2	K01200
MEGAHIT-MetaBAT2-S938.43_contig_1391556_1	K07080
MEGAHIT-MetaBAT2-S938.43_contig_1391556_2	K03312
MEGAHIT-MetaBAT2-S938.43_contig_1391559_4	K01006
MEGAHIT-MetaBAT2-S938.43_contig_1391560_2	K01200
MEGAHIT-MetaBAT2-S938.43_contig_1391561_2	K06409
MEGAHIT-MetaBAT2-S938.43_contig_1391561_5	K01069
MEGAHIT-MetaBAT2-S938.43_contig_1391561_6	K07560
MEGAHIT-MetaBAT2-S938.43_contig_1391561_7	K01139
MEGAHIT-MetaBAT2-S938.43_contig_1391561_8	K07462
MEGAHIT-MetaBAT2-S938.43_contig_1391561_9	K03631
MEGAHIT-MetaBAT2-S938.43_contig_1391561_10	K03402
MEGAHIT-MetaBAT2-S938.43_contig_1391561_11	K00858
MEGAHIT-MetaBAT2-S938.43_contig_1391561_12	K06442
MEGAHIT-MetaBAT2-S938.43_contig_1391561_13	K01662
MEGAHIT-MetaBAT2-S938.43_contig_1391561_14	K13789
MEGAHIT-MetaBAT2-S938.43_contig_1391561_15	K03602
MEGAHIT-MetaBAT2-S938.43_contig_1391561_16	K09762
MEGAHIT-MetaBAT2-S938.43_contig_1391561_17	K06958
MEGAHIT-MetaBAT2-S938.43_contig_1391561_18	K00075
MEGAHIT-MetaBAT2-S938.43_contig_1391561_19	K06023
MEGAHIT-MetaBAT2-S938.43_contig_1391563_1	K02003
MEGAHIT-MetaBAT2-S938.43_contig_1391563_2	K17686
MEGAHIT-MetaBAT2-S938.43_contig_1391563_3	K21600
MEGAHIT-MetaBAT2-S938.43_contig_1391563_4	K25706
MEGAHIT-MetaBAT2-S938.43_contig_1391563_5	K03789
MEGAHIT-MetaBAT2-S938.43_contig_1391563_7	K00262
MEGAHIT-MetaBAT2-S938.43_contig_1391563_11	K21908
MEGAHIT-MetaBAT2-S938.43_contig_1391565_2	K03150
MEGAHIT-MetaBAT2-S938.43_contig_1391565_3	K03149
MEGAHIT-MetaBAT2-S938.43_contig_1391565_4	K03154
MEGAHIT-MetaBAT2-S938.43_contig_1391566_1	K11753
MEGAHIT-MetaBAT2-S938.43_contig_1391566_2	K01515
MEGAHIT-MetaBAT2-S938.43_contig_1391566_3	K01308
MEGAHIT-MetaBAT2-S938.43_contig_1391566_4	K01953
MEGAHIT-MetaBAT2-S938.43_contig_1391568_2	K04759
MEGAHIT-MetaBAT2-S938.43_contig_1391568_3	K01610
MEGAHIT-MetaBAT2-S938.43_contig_1391569_1	K22391
MEGAHIT-MetaBAT2-S938.43_contig_1391569_2	K06967
MEGAHIT-MetaBAT2-S938.43_contig_1391569_5	K27000
MEGAHIT-MetaBAT2-S938.43_contig_1391570_1	K23876
MEGAHIT-MetaBAT2-S938.43_contig_1391570_3	K07482
MEGAHIT-MetaBAT2-S938.43_contig_1391571_2	K07497
MEGAHIT-MetaBAT2-S938.43_contig_1391571_3	K03431
MEGAHIT-MetaBAT2-S938.43_contig_1391571_5	K16786
MEGAHIT-MetaBAT2-S938.43_contig_1391571_6	K16787
MEGAHIT-MetaBAT2-S938.43_contig_1391571_7	K16785
MEGAHIT-MetaBAT2-S938.43_contig_1391571_8	K06173
MEGAHIT-MetaBAT2-S938.43_contig_1391571_10	K03558
MEGAHIT-MetaBAT2-S938.43_contig_1391572_3	K07098
MEGAHIT-MetaBAT2-S938.43_contig_1391572_4	K01740
MEGAHIT-MetaBAT2-S938.43_contig_1391572_5	K01738
MEGAHIT-MetaBAT2-S938.43_contig_1391572_6	K14982
MEGAHIT-MetaBAT2-S938.43_contig_1391574_1	K07447
MEGAHIT-MetaBAT2-S938.43_contig_1391574_3	K17828
MEGAHIT-MetaBAT2-S938.43_contig_1391574_4	K02823
MEGAHIT-MetaBAT2-S938.43_contig_1391574_9	K07273
MEGAHIT-MetaBAT2-S938.43_contig_1391575_1	K18682
MEGAHIT-MetaBAT2-S938.43_contig_1391575_2	K00134
MEGAHIT-MetaBAT2-S938.43_contig_1391575_4	K01759
MEGAHIT-MetaBAT2-S938.43_contig_1391577_1	K03664
MEGAHIT-MetaBAT2-S938.43_contig_1391577_2	K06187
MEGAHIT-MetaBAT2-S938.43_contig_1391577_3	K09747
MEGAHIT-MetaBAT2-S938.43_contig_1391577_4	K02343
MEGAHIT-MetaBAT2-S938.43_contig_1391577_5	K01652
MEGAHIT-MetaBAT2-S938.43_contig_1391577_6	K01653
MEGAHIT-MetaBAT2-S938.43_contig_1391577_7	K00053
MEGAHIT-MetaBAT2-S938.43_contig_1391578_1	K03723
MEGAHIT-MetaBAT2-S938.43_contig_1391578_2	K01056
MEGAHIT-MetaBAT2-S938.43_contig_1391578_3	K00948
MEGAHIT-MetaBAT2-S938.43_contig_1391578_5	K01006
MEGAHIT-MetaBAT2-S938.43_contig_1391579_2	K07452
MEGAHIT-MetaBAT2-S938.43_contig_1391580_2	K21071
MEGAHIT-MetaBAT2-S938.43_contig_1391580_3	K00937
MEGAHIT-MetaBAT2-S938.43_contig_1391580_5	K03699
MEGAHIT-MetaBAT2-S938.43_contig_1391580_6	K03737
MEGAHIT-MetaBAT2-S938.43_contig_1391581_2	K00941
MEGAHIT-MetaBAT2-S938.43_contig_1391581_4	K00788
MEGAHIT-MetaBAT2-S938.43_contig_1391581_5	K00878
MEGAHIT-MetaBAT2-S938.43_contig_1391581_7	K03546
MEGAHIT-MetaBAT2-S938.43_contig_1391581_8	K03547
MEGAHIT-MetaBAT2-S938.43_contig_1391582_3	K00826
MEGAHIT-MetaBAT2-S938.43_contig_1391582_5	K00763
MEGAHIT-MetaBAT2-S938.43_contig_1391582_8	K03210
MEGAHIT-MetaBAT2-S938.43_contig_1391582_9	K00773
MEGAHIT-MetaBAT2-S938.43_contig_1391583_1	K02028
MEGAHIT-MetaBAT2-S938.43_contig_1391583_2	K02029
MEGAHIT-MetaBAT2-S938.43_contig_1391583_3	K02030
MEGAHIT-MetaBAT2-S938.43_contig_1391585_3	K07284
MEGAHIT-MetaBAT2-S938.43_contig_1391585_4	K07284
MEGAHIT-MetaBAT2-S938.43_contig_1391586_1	K05770
MEGAHIT-MetaBAT2-S938.43_contig_1391586_2	K01046
MEGAHIT-MetaBAT2-S938.43_contig_1391586_3	K01208
MEGAHIT-MetaBAT2-S938.43_contig_1391586_4	K07240
MEGAHIT-MetaBAT2-S938.43_contig_1391587_1	K00789
MEGAHIT-MetaBAT2-S938.43_contig_1391587_2	K11068
MEGAHIT-MetaBAT2-S938.43_contig_1391587_4	K04069
MEGAHIT-MetaBAT2-S938.43_contig_1391587_5	K00656
MEGAHIT-MetaBAT2-S938.43_contig_1391587_6	K07053
MEGAHIT-MetaBAT2-S938.43_contig_1391588_2	K03150
MEGAHIT-MetaBAT2-S938.43_contig_1391590_3	K01890
MEGAHIT-MetaBAT2-S938.43_contig_1391590_4	K01889
MEGAHIT-MetaBAT2-S938.43_contig_1391590_6	K17758
MEGAHIT-MetaBAT2-S938.43_contig_1391590_8	K07171
MEGAHIT-MetaBAT2-S938.43_contig_1391591_1	K01952
MEGAHIT-MetaBAT2-S938.43_contig_1391592_1	K25153
MEGAHIT-MetaBAT2-S938.43_contig_1391594_5	K07271
MEGAHIT-MetaBAT2-S938.43_contig_1391594_7	K01448
MEGAHIT-MetaBAT2-S938.43_contig_1391595_2	K15633
MEGAHIT-MetaBAT2-S938.43_contig_1391595_3	K01803
MEGAHIT-MetaBAT2-S938.43_contig_1391595_4	K00927
MEGAHIT-MetaBAT2-S938.43_contig_1391595_5	K03216
MEGAHIT-MetaBAT2-S938.43_contig_1391596_1	K01866
MEGAHIT-MetaBAT2-S938.43_contig_1391596_3	K03466
MEGAHIT-MetaBAT2-S938.43_contig_1391596_4	K06153
MEGAHIT-MetaBAT2-S938.43_contig_1391596_6	K03699
MEGAHIT-MetaBAT2-S938.43_contig_1391598_3	K03574
MEGAHIT-MetaBAT2-S938.43_contig_1391598_5	K06223
MEGAHIT-MetaBAT2-S938.43_contig_1391599_1	K14058
MEGAHIT-MetaBAT2-S938.43_contig_1391600_4	K11991
MEGAHIT-MetaBAT2-S938.43_contig_1391600_5	K07052
MEGAHIT-MetaBAT2-S938.43_contig_1391600_6	K02520
MEGAHIT-MetaBAT2-S938.43_contig_1391600_7	K02916
MEGAHIT-MetaBAT2-S938.43_contig_1391600_8	K02887
MEGAHIT-MetaBAT2-S938.43_contig_1391600_9	K03437
MEGAHIT-MetaBAT2-S938.43_contig_1391600_10	K04096
MEGAHIT-MetaBAT2-S938.43_contig_1391600_11	K03168
MEGAHIT-MetaBAT2-S938.43_contig_1391600_12	K04094
MEGAHIT-MetaBAT2-S938.43_contig_1391600_13	K03621
MEGAHIT-MetaBAT2-S938.43_contig_1391600_14	K03685
MEGAHIT-MetaBAT2-S938.43_contig_1391601_1	K14170
MEGAHIT-MetaBAT2-S938.43_contig_1391601_2	K01736
MEGAHIT-MetaBAT2-S938.43_contig_1391601_3	K00800
MEGAHIT-MetaBAT2-S938.43_contig_1391601_4	K01735
MEGAHIT-MetaBAT2-S938.43_contig_1391601_5	K04517
MEGAHIT-MetaBAT2-S938.43_contig_1391601_6	K03856
MEGAHIT-MetaBAT2-S938.43_contig_1391601_7	K00891
MEGAHIT-MetaBAT2-S938.43_contig_1391601_9	K02078
MEGAHIT-MetaBAT2-S938.43_contig_1391601_10	K01881
MEGAHIT-MetaBAT2-S938.43_contig_1391601_11	K00651
MEGAHIT-MetaBAT2-S938.43_contig_1391601_13	K06379
MEGAHIT-MetaBAT2-S938.43_contig_1391601_15	K11754
MEGAHIT-MetaBAT2-S938.43_contig_1391601_16	K07056
MEGAHIT-MetaBAT2-S938.43_contig_1391601_17	K15460
MEGAHIT-MetaBAT2-S938.43_contig_1391601_21	K07095
MEGAHIT-MetaBAT2-S938.43_contig_1391601_25	K00147
MEGAHIT-MetaBAT2-S938.43_contig_1391601_26	K00931
MEGAHIT-MetaBAT2-S938.43_contig_1391601_27	K00868
MEGAHIT-MetaBAT2-S938.43_contig_1391601_29	K00375
MEGAHIT-MetaBAT2-S938.43_contig_1391602_1	K07079
MEGAHIT-MetaBAT2-S938.43_contig_1391602_2	K03442
MEGAHIT-MetaBAT2-S938.43_contig_1391602_6	K09125
MEGAHIT-MetaBAT2-S938.43_contig_1391602_8	K06901
MEGAHIT-MetaBAT2-S938.43_contig_1391602_10	K01754
MEGAHIT-MetaBAT2-S938.43_contig_1391602_11	K09022
MEGAHIT-MetaBAT2-S938.43_contig_1391603_1	K01486
MEGAHIT-MetaBAT2-S938.43_contig_1391605_2	K03978
MEGAHIT-MetaBAT2-S938.43_contig_1391605_3	K01586
MEGAHIT-MetaBAT2-S938.43_contig_1391606_2	K03523
MEGAHIT-MetaBAT2-S938.43_contig_1391606_4	K06942
MEGAHIT-MetaBAT2-S938.43_contig_1391606_5	K18700
MEGAHIT-MetaBAT2-S938.43_contig_1391606_6	K01091
MEGAHIT-MetaBAT2-S938.43_contig_1391606_8	K06183
MEGAHIT-MetaBAT2-S938.43_contig_1391606_9	K10112
MEGAHIT-MetaBAT2-S938.43_contig_1391606_10	K02647
MEGAHIT-MetaBAT2-S938.43_contig_1391606_11	K09812
MEGAHIT-MetaBAT2-S938.43_contig_1391606_12	K09811
MEGAHIT-MetaBAT2-S938.43_contig_1391607_1	K06941
MEGAHIT-MetaBAT2-S938.43_contig_1391607_2	K03500
MEGAHIT-MetaBAT2-S938.43_contig_1391607_3	K06973
MEGAHIT-MetaBAT2-S938.43_contig_1391607_4	K00604
MEGAHIT-MetaBAT2-S938.43_contig_1391607_5	K01462
MEGAHIT-MetaBAT2-S938.43_contig_1391607_6	K04066
MEGAHIT-MetaBAT2-S938.43_contig_1391607_7	K03060
MEGAHIT-MetaBAT2-S938.43_contig_1391607_8	K00942
MEGAHIT-MetaBAT2-S938.43_contig_1391607_9	K09777
MEGAHIT-MetaBAT2-S938.43_contig_1391607_11	K18189
MEGAHIT-MetaBAT2-S938.43_contig_1391607_13	K01835
MEGAHIT-MetaBAT2-S938.43_contig_1391607_14	K26937
MEGAHIT-MetaBAT2-S938.43_contig_1391608_2	K01918
MEGAHIT-MetaBAT2-S938.43_contig_1391608_3	K00606
MEGAHIT-MetaBAT2-S938.43_contig_1391609_2	K01012
MEGAHIT-MetaBAT2-S938.43_contig_1391609_4	K14540
MEGAHIT-MetaBAT2-S938.43_contig_1391609_5	K03470
MEGAHIT-MetaBAT2-S938.43_contig_1391609_6	K07460
MEGAHIT-MetaBAT2-S938.43_contig_1391609_7	K01273
MEGAHIT-MetaBAT2-S938.43_contig_1391611_2	K00969
MEGAHIT-MetaBAT2-S938.43_contig_1391611_3	K07574
MEGAHIT-MetaBAT2-S938.43_contig_1391611_4	K01519
