code_protein	Protein	Association	Loading_Value	Description	Indistinguishable.Proteins	comp1	comp2	comp3
X20331	MEGAHIT-MetaBAT2-S945.168_contig_3689680_1	stress	0.0452930873533382	rank: C;formate C-acetyltransferase [EC:2.3.1.54] (db=kegg)		0.0452930873533382	0.00937846607388392	-0.00113247430014448
X12357	981_SemiBin_196_contig_5051789_64	control	-0.0452124966483221	rank: C;small subunit ribosomal protein S7 (db=kegg)		-0.0452124966483221	0.00617130293149452	0.0152773724418698
X12495	981_SemiBin_432_contig_5057950_72	control	-0.045190117466572	rank: C;DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)		-0.045190117466572	-0.00722534806484363	0.024206214413534
X8235	964_SemiBin_111_contig_3254936_3	stress	0.0451719124637876	rank: C;DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)		0.0451719124637876	0.0403233657828256	0.06407876296516
X5275	948_SemiBin_209_contig_3427059_65	stress	0.0448932400884993	rank: C;large subunit ribosomal protein L23 (db=kegg)	983_SemiBin_12_contig_3607224_9, group9_bins.268_contig_3174436_9	0.0448932400884993	-0.0315839533759019	0.0186077330602426
X10680	973_SemiBin_307_contig_3160921_98	stress	0.0448641530437159	rank: C;2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] (db=kegg)		0.0448641530437159	0.026493296942913	0.041721295910194
X12426	981_SemiBin_432_contig_5057920_3	control	-0.0448549214090268	rank: C;phosphoglycerate kinase [EC:2.7.2.3] (db=kegg)		-0.0448549214090268	0.0154012038350794	0.0297902884098761
X12435	981_SemiBin_432_contig_5057924_42	control	-0.0447764912190385	rank: E		-0.0447764912190385	0.0157601672163397	0.022937794234033
X12400	981_SemiBin_432_contig_5057910_31	control	-0.0447432910391939	rank: C;alanyl-tRNA synthetase [EC:6.1.1.7] (db=kegg)		-0.0447432910391939	0.000983819547875696	0.00268059829477864
X12600	983_SemiBin_12_contig_3607247_3	stress	0.0446475200585667	rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)		0.0446475200585667	0.0112616034414388	0.0215122974494596
X24623	MEGAHIT-MetaBAT2-S952.67_contig_6640770_11	control	-0.0446053325557311	rank: C;superoxide reductase [EC:1.15.1.2] (db=kegg)		-0.0446053325557311	-0.0360544993398052	-0.0110526863415283
X22433	MEGAHIT-MetaBAT2-S949.157_contig_2408663_4	stress	0.0445228554603138	rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)		0.0445228554603138	0.0236477095282088	0.0208692322682223
X13183	983_SemiBin_151_contig_1974811_20	stress	0.0444771938179401	rank: C;small subunit ribosomal protein S5 (db=kegg)		0.0444771938179401	0.0233525209288264	-0.0183897745919375
X9602	967_SemiBin_89_contig_4060702_2	stress	0.044380513054287	rank: E		0.044380513054287	0.000334573143415555	-0.0776946040375523
X12470	981_SemiBin_432_contig_5057942_2	control	-0.0443117835990771	rank: C;large subunit ribosomal protein L22 (db=kegg)		-0.0443117835990771	-0.00186263401039861	0.00197393854057372
X16780	MEGAHIT-MetaBAT2-S932.53_contig_2808170_2	control	-0.0441810733367795	rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)		-0.0441810733367795	-0.0467006892711911	-0.0310520703020575
X9073	966_SemiBin_91_contig_5159120_11	stress	0.0440679817185734	rank: C;elongation factor G (db=kegg)		0.0440679817185734	0.0141511010633942	-0.0276284749289209
X24512	MEGAHIT-MetaBAT2-S952.67_contig_6640635_9	stress	0.0437199135370806	rank: C;adenylosuccinate lyase [EC:4.3.2.2] (db=kegg)		0.0437199135370806	-0.0156850841172942	0.00364543657297265
X13172	983_SemiBin_151_contig_1974810_67	stress	0.0436323488928609	rank: C;phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20] (db=kegg)		0.0436323488928609	0.0162466645740104	-0.0237491234857864
X5400	950_SemiBin_52_contig_2899154_54	stress	0.0435061492749576	rank: D;Family of unknown function (DUF6465) [PF20069.4];Histone H1-like nucleoprotein HC2 [PF07382.16] (db=pfam)		0.0435061492749576	-0.0154174891573834	0.0222811453514587
X19101	MEGAHIT-MetaBAT2-S942.153_contig_5812438_8	stress	0.0434697937083584	rank: D;Glu/Leu/Phe/Val dehydrogenase, dimerisation domain [PF02812.23];Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.26] (db=pfam)		0.0434697937083584	-0.0259951565676221	-0.0478043082481714
X25041	MEGAHIT-MetaBAT2-S954.74_contig_2630248_5	stress	0.043313454412522	rank: C;ferritin [EC:1.16.3.2] (db=kegg)	MEGAHIT-MetaBAT2-S993.160_contig_3109605_6, group10_bins.221_contig_2782086_2	0.043313454412522	0.00586462058339322	0.00168130010201176
X9359	967_SemiBin_89_contig_4060490_24	stress	0.0432579811616892	rank: C;chaperonin GroES (db=kegg)		0.0432579811616892	0.010377890398582	-0.00762337681482468
X21511	MEGAHIT-MetaBAT2-S947.6_contig_2426448_1	stress	0.0431858507356076	rank: D;CarboxypepD_reg-like domain [PF13715.11];TonB-dependent Receptor Plug Domain [PF07715.20] (db=pfam)		0.0431858507356076	-0.000681805964999679	-0.00756045061463815
X9425	967_SemiBin_89_contig_4060562_1	stress	0.0430638506905794	rank: C;glucuronate isomerase [EC:5.3.1.12] (db=kegg)		0.0430638506905794	-0.00623298610261415	-0.04709290722038
X24231	MEGAHIT-MetaBAT2-S951.173_contig_4789229_2	control	-0.0429481389886847	rank: D;Domain of unknown function (DUF3332) [PF11810.13] (db=pfam)		-0.0429481389886847	0.0248394768214168	-0.0142260751121807
X21507	MEGAHIT-MetaBAT2-S947.6_contig_2426436_43	stress	0.0428947558395392	rank: D;Putative beta-lactamase-inhibitor-like, PepSY-like [PF11396.13] (db=pfam)	MEGAHIT-MetaBAT2-S964.110_contig_1503834_4	0.0428947558395392	0.0348458817333447	-0.0216646560202166
X9609	968_SemiBin_116_contig_4216109_16	stress	0.0428852026190999	rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2] (db=kegg)		0.0428852026190999	0.00970578677841875	0.0193956305404386
X4981	947_SemiBin_9_contig_1846845_52	stress	0.0428076388126901	rank: C;cell division protein FtsA (db=kegg)		0.0428076388126901	0.0215955603229617	0.00859013253465921
X15053	991_SemiBin_141_contig_1443057_23	stress	0.042642977191037	rank: D;Outer membrane efflux protein [PF02321.23] (db=pfam)		0.042642977191037	-0.0403352455307105	0.0247341022600806
X7773	961_SemiBin_68_contig_3660556_11	stress	0.042567714127614	rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)		0.042567714127614	-0.00251521142911714	0.00214719387858498
X21795	MEGAHIT-MetaBAT2-S948.142_contig_869958_25	control	-0.0425130651609434	rank: C;glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24] (db=kegg)		-0.0425130651609434	-0.0452087360497729	-0.0324210753697838
X8883	965_SemiBin_146_contig_1265203_2	control	-0.0424874300909806	rank: C;transcription termination/antitermination protein NusA (db=kegg)		-0.0424874300909806	-0.0159270299104546	-0.00720129725247476
X23077	MEGAHIT-MetaBAT2-S950.5_contig_1514676_5	stress	0.0423037292322509	rank: C;4-alpha-glucanotransferase [EC:2.4.1.25] (db=kegg)		0.0423037292322509	-0.0142190020212158	0.0359397643291038
X26708	MEGAHIT-MetaBAT2-S958.173_contig_1707738_5	stress	0.0422810550692122	rank: C;DNA double-strand break repair helicase HerA and related ATPase (db=kegg)		0.0422810550692122	0.0226940823372876	0.0570369624734647
X25049	MEGAHIT-MetaBAT2-S954.74_contig_2630293_1	stress	0.0422795231597284	rank: D;Pyridoxal-phosphate dependent enzyme [PF00291.30] (db=pfam)		0.0422795231597284	-0.00314713261198026	-0.00920668942063267
X5233	948_SemiBin_209_contig_3427047_4	stress	0.0422304532464644	rank: C;oligopeptide transport system substrate-binding protein (db=kegg)		0.0422304532464644	-0.00171800542447984	0.0122125821054015
X13155	983_SemiBin_151_contig_1974809_78	stress	0.0421798919893802	rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)		0.0421798919893802	0.0105925697792892	-0.051626891671581
X9430	967_SemiBin_89_contig_4060565_2	stress	0.0418332513801903	rank: C;alanyl-tRNA synthetase [EC:6.1.1.7] (db=kegg)		0.0418332513801903	-0.00412381158075069	-0.0667491111048184
X14825	991_SemiBin_113_contig_800948_201	stress	0.0418118156859169	rank: C;glutamate formiminotransferase / formiminotetrahydrofolate cyclodeaminase [EC:2.1.2.5 4.3.1.4] (db=kegg)		0.0418118156859169	-0.0330177108977499	-0.0260439651623078
X5272	948_SemiBin_209_contig_3427059_61	stress	0.0415841999006614	rank: C;small subunit ribosomal protein S3 (db=kegg)		0.0415841999006614	-0.0050318678022587	0.0235885711435277
X14694	991_SemiBin_113_contig_800933_32	stress	0.0415216330678221	rank: D;Type IX secretion system membrane protein PorP/SprF [PF11751.13] (db=pfam)		0.0415216330678221	-0.0269319372636675	0.032604286280457
X5198	948_SemiBin_209_contig_3427026_4	stress	0.0414932951221267	rank: C;rubrerythrin (db=kegg)		0.0414932951221267	-0.002978339228282	0.0262920924479149
X9494	967_SemiBin_89_contig_4060598_6	stress	0.0413777480251528	rank: C;glutamate synthase (NADPH) large chain [EC:1.4.1.13] (db=kegg)		0.0413777480251528	0.00742479341446019	-0.0754200978443973
X9498	967_SemiBin_89_contig_4060599_5	stress	0.0413519388931843	rank: C;ATP-dependent Lon protease [EC:3.4.21.53] (db=kegg)	968_SemiBin_24_contig_3038650_15	0.0413519388931843	-0.0079690008757174	-0.063428344489279
X26586	MEGAHIT-MetaBAT2-S958.137_contig_6759150_12	stress	0.0412395533764377	rank: C;aspartyl-tRNA synthetase [EC:6.1.1.12] (db=kegg)		0.0412395533764377	0.0312102246088424	-0.0367465771182691
X17620	MEGAHIT-MetaBAT2-S935.50_contig_6482486_25	control	-0.0412165474355496	rank: D;Choline/ethanolamine kinase [PF01633.25];Phosphotransferase enzyme family [PF01636.28] (db=pfam)		-0.0412165474355496	-0.000901036611509156	-0.021795634487828
X24448	MEGAHIT-MetaBAT2-S952.67_contig_6640572_1	stress	0.0411415572187041	rank: D;GntP family permease [PF02447.21] (db=pfam)		0.0411415572187041	-0.00506253659431474	0.0039937950194918
X12382	981_SemiBin_196_contig_5051801_7	control	-0.0410790671887138	rank: C;small subunit ribosomal protein S9 (db=kegg)		-0.0410790671887138	0.0126399614624728	0.024880101962567
X12418	981_SemiBin_432_contig_5057919_9	control	-0.0410596741914548	rank: C;alpha-glucoside PTS system EIICB component [EC:2.7.1.208 2.7.1.-] (db=kegg)		-0.0410596741914548	0.0235334241105915	0.0212415533637873
X13131	983_SemiBin_151_contig_1974805_24	stress	0.0410353450829179	rank: C;protein Tex (db=kegg)		0.0410353450829179	-0.000342696200072641	-0.0440165577436174
X12362	981_SemiBin_196_contig_5051789_71	control	-0.0410262214681014	rank: C;large subunit ribosomal protein L23 (db=kegg)		-0.0410262214681014	-0.00669958443083554	0.0449071100684377
X12505	981_SemiBin_432_contig_5057952_56	control	-0.0410165707367302	rank: C;tryptophanyl-tRNA synthetase [EC:6.1.1.2] (db=kegg)		-0.0410165707367302	0.0169980913388543	0.0111252548647373
X9608	968_SemiBin_116_contig_4216105_12	stress	0.0408931129598399	rank: D;Bacterial extracellular solute-binding protein [PF01547.30];Bacterial extracellular solute-binding protein [PF13416.11] (db=pfam)		0.0408931129598399	-0.0159076069374952	-0.0522787042636902
X14831	991_SemiBin_113_contig_800948_51	stress	0.0408055708594753	rank: D;Putative beta-lactamase-inhibitor-like, PepSY-like [PF11396.13] (db=pfam)		0.0408055708594753	-0.0440526639330346	-0.0271445831147768
X9554	967_SemiBin_89_contig_4060647_8	stress	0.0407641983604504	rank: C;phosphocarrier protein HPr (db=kegg)	MEGAHIT-MetaBAT2-S932.132_contig_1418941_6	0.0407641983604504	0.00173391054141206	-0.0309197660915777
X10077	969_SemiBin_208_contig_4993946_42	control	-0.0407285874380084	rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)		-0.0407285874380084	-0.0176035249940598	-0.0316092752740098
X1686	935_SemiBin_68_contig_5672586_2	stress	0.04061930285887	rank: C;small subunit ribosomal protein S2 (db=kegg)		0.04061930285887	0.004789698392613	-0.00220170884401548
X14596	988_SemiBin_31_contig_1970601_14	stress	0.0405659401329093	rank: C;Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1] (db=kegg)	MEGAHIT-MetaBAT2-S947.59_contig_90803_4	0.0405659401329093	-0.0472601295171167	-0.00305553929542322
X11127	973_SemiBin_47_contig_3810163_76	control	-0.0403815436794962	rank: D;Oxidoreductase family, NAD-binding Rossmann fold [PF01408.27];GFO/IDH/MocA C-terminal domain [PF22725.1];Oxidoreductase family, C-terminal alpha/beta domain [PF02894.22];Oxidoreductase family, C-terminal alpha/beta domain [PF19051.5] (db=pfam)		-0.0403815436794962	-0.0120209209973023	0.0190262875270169
X2503	941_SemiBin_237_contig_6359411_16	control	-0.0403245545137357	rank: E		-0.0403245545137357	0.00720049288889001	-0.050146257117445
X19785	MEGAHIT-MetaBAT2-S945.128_contig_358585_3	control	-0.0402258014206842	rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)		-0.0402258014206842	-0.0206975379492101	-0.0440804303377741
X10901	973_SemiBin_307_contig_3160941_12	stress	0.0401347552688361	rank: D;Thioredoxin [PF00085.25];Thioredoxin-like [PF13905.11];Thioredoxin-like domain [PF13098.11];Redoxin [PF08534.15];Thioredoxin-like [PF13899.11];F plasmid transfer operon protein [PF13728.11] (db=pfam)		0.0401347552688361	-0.0115006873464029	0.00605095882811773
X112	932_SemiBin_106_contig_906210_14	control	-0.0400676077762883	rank: C;HSP20 family protein (db=kegg)	MEGAHIT-MetaBAT2-S932.72_contig_1470501_1	-0.0400676077762883	-0.0135626851177273	-0.0067993127663736
X19014	MEGAHIT-MetaBAT2-S941.86_contig_5776245_2	stress	0.040040957396401	rank: C;LemA protein (db=kegg)		0.040040957396401	-0.0138389163224926	-0.0370559674493839
X23826	MEGAHIT-MetaBAT2-S951.163_contig_4275230_10	stress	0.0399981968237997	rank: C;tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3] (db=kegg)		0.0399981968237997	-0.0220820946154979	-0.0090210334612419
X23540	MEGAHIT-MetaBAT2-S950.5_contig_1514846_1	stress	0.0399597611551519	rank: D;Glycosyl hydrolases family 43 [PF04616.19] (db=pfam)		0.0399597611551519	0.0483498371761414	0.0164025643930426
X16917	MEGAHIT-MetaBAT2-S932.87_contig_43062_1	control	-0.0399134976391372	rank: D;C-terminal domain of V and A type ATP synthase [PF22919.1];ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.30] (db=pfam)		-0.0399134976391372	-0.0355107549128508	-0.0174353941283189
X19710	MEGAHIT-MetaBAT2-S945.103_contig_2744444_30	control	-0.0398957593982998	rank: C;small subunit ribosomal protein S9 (db=kegg)		-0.0398957593982998	-0.00271605145661235	0.00706944962164839
X15465	992_SemiBin_141_contig_2220343_25	stress	0.0396993875949165	rank: C;basic membrane protein A and related proteins (db=kegg)		0.0396993875949165	0.0149979897718842	0.020830148826593
X17080	MEGAHIT-MetaBAT2-S933.133_contig_1080006_2	control	-0.0396672545705182	rank: C;small subunit ribosomal protein S10 (db=kegg)	MEGAHIT-MetaBAT2-S938.161_contig_2666579_2, MEGAHIT-MetaBAT2-S946.13_contig_4240265_1	-0.0396672545705182	-0.0399772805722245	-0.00865589808650368
X12089	976_SemiBin_24_contig_6422267_4	stress	0.0396170189549709	rank: C;DNA recombination protein RmuC (db=kegg)		0.0396170189549709	-0.0122893731269916	0.0324788766092092
X18939	MEGAHIT-MetaBAT2-S941.34_contig_3688687_1	stress	0.0396162361675026	rank: D;Type IX secretion system protein PorV [PF19572.4] (db=pfam)		0.0396162361675026	-0.0154293162815052	0.00110401048024363
X11366	973_SemiBin_47_contig_3810253_2	stress	0.0395981264976419	rank: D;Phosphofructokinase [PF00365.25] (db=pfam)		0.0395981264976419	-0.0138615168237373	0.0174255696079546
X1223	935_SemiBin_113_contig_5971591_13	stress	0.0394908663604019	rank: C;phosphoglucomutase [EC:5.4.2.2] (db=kegg)	968_SemiBin_131_contig_4414116_3, 970_SemiBin_53_contig_3961148_1	0.0394908663604019	-0.0342811893016362	-0.0114614417943903
X9513	967_SemiBin_89_contig_4060612_1	stress	0.0394732458932705	rank: C;carbon starvation protein (db=kegg)	MEGAHIT-MetaBAT2-S986.81_contig_6642505_1	0.0394732458932705	-0.0355955241037504	-0.0677543097635681
X24952	MEGAHIT-MetaBAT2-S953.47_contig_3875506_11	stress	0.0394585135012274	rank: C;small subunit ribosomal protein S10 (db=kegg)		0.0394585135012274	0.039412567201969	0.0470005242096562
X24375	MEGAHIT-MetaBAT2-S951.93_contig_3950501_32	control	-0.0392644379296396	rank: E		-0.0392644379296396	0.00985115858101506	0.0023239256800246
X25030	MEGAHIT-MetaBAT2-S954.74_contig_2630187_32	stress	0.0392633764282545	rank: C;molecular chaperone HtpG (db=kegg)		0.0392633764282545	0.013470940660065	0.0363758872659298
X979	932_SemiBin_237_contig_3195499_8	stress	0.0392627891482789	rank: D;Domain of unknown function (DUF5627) [PF18620.6];BT_3987-like, N-terminal domain [PF08522.15] (db=pfam)		0.0392627891482789	-0.00339513729913714	-0.036841613044663
X9454	967_SemiBin_89_contig_4060579_6	stress	0.0392199268029102	rank: C;aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2] (db=kegg)		0.0392199268029102	-0.0175674537032441	-0.0590637777748653
X11125	973_SemiBin_47_contig_3810163_66	control	-0.0391390577612457	rank: C;D-lactate dehydrogenase (db=kegg)		-0.0391390577612457	-0.00669599524359882	0.00090387966286749
X1091	933_SemiBin_193_contig_859878_26	stress	0.0391370924095864	rank: C;small subunit ribosomal protein S3 (db=kegg)		0.0391370924095864	0.00414524959773519	0.0414945581555865
X16003	993_SemiBin_0_contig_4100155_3	stress	0.0390622895079547	rank: D;MMPL family [PF03176.20] (db=pfam)		0.0390622895079547	-0.0103158575256701	0.0262174174154548
X9874	968_SemiBin_85_contig_639166_8	stress	0.0389855264012291	rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)		0.0389855264012291	0.0326572770433628	0.0103751595720422
X10467	970_SemiBin_149_contig_3093867_47	stress	0.0388503391204105	rank: C;elongation factor G (db=kegg)		0.0388503391204105	-0.0074335566528934	0.0162614011876266
X1182	935_SemiBin_113_contig_5971568_76	control	-0.0386887911837649	rank: C;single-strand DNA-binding protein (db=kegg)	968_SemiBin_131_contig_4414120_14, 970_SemiBin_53_contig_3961078_7	-0.0386887911837649	-0.0221165552684048	-0.0010370834430496
X5465	950_SemiBin_52_contig_2899238_48	stress	0.0386802663072529	rank: C;recombination protein RecA (db=kegg)		0.0386802663072529	-0.0273663323474776	0.01643017330644
X9305	966_SemiBin_95_contig_3845553_4	stress	0.0386652759863426	rank: C;GDPmannose 4,6-dehydratase [EC:4.2.1.47] (db=kegg)		0.0386652759863426	-0.00451924250720313	-0.0672284486847542
X7679	961_SemiBin_68_contig_3660533_13	control	-0.0385794131110105	rank: C;cysteine synthase [EC:2.5.1.47] (db=kegg)		-0.0385794131110105	0.0108204774347062	-0.0630501350216728
X12405	981_SemiBin_432_contig_5057911_47	control	-0.0385748748442579	rank: C;molecular chaperone DnaK (db=kegg)		-0.0385748748442579	-0.00944855269388005	-0.00995372285148902
X26084	MEGAHIT-MetaBAT2-S957.57_contig_338385_20	stress	0.0385501212196547	rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)		0.0385501212196547	-0.00480048079197806	0.0348663000281341
X19411	MEGAHIT-MetaBAT2-S942.43_contig_3757256_5	stress	0.0385069670969503	rank: E		0.0385069670969503	-0.0366633622545536	-0.00472719757733466
X5521	951_SemiBin_94_contig_3789186_18	control	-0.0384732475786339	rank: C;putative aldouronate transport system substrate-binding protein (db=kegg)		-0.0384732475786339	-0.0046020840422621	0.00686232918469337
X17553	MEGAHIT-MetaBAT2-S935.50_contig_6482468_7	control	-0.0384458929609658	rank: D;Glycosyl transferases group 1 [PF00534.25];Glycosyl transferases group 1 [PF13692.11];Family 4 Glycosyltransferase in conflict systems [PF20706.2];Glycosyltransferase Family 4 [PF13439.11];Glycosyl transferase 4-like domain [PF13579.11];Starch synthase catalytic domain [PF08323.16] (db=pfam)		-0.0384458929609658	-0.0324839784925635	-0.0132687858545053
X21602	MEGAHIT-MetaBAT2-S947.8_contig_60617_2	stress	0.0382231539802579	rank: D;Starch-binding associating with outer membrane [PF12771.12];Susd and RagB outer membrane lipoprotein [PF12741.12] (db=pfam)		0.0382231539802579	0.0240481187288306	-0.00682331425935099
X19361	MEGAHIT-MetaBAT2-S942.43_contig_3756993_3	stress	0.0381688671768648	rank: D;Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)		0.0381688671768648	-0.0191645564277707	0.044611631682188
X22374	MEGAHIT-MetaBAT2-S949.157_contig_2408653_12	stress	0.0380616451853294	rank: C;small subunit ribosomal protein S17 (db=kegg)		0.0380616451853294	-0.00190564499669473	0.00791405951747003
X26191	MEGAHIT-MetaBAT2-S957.66_contig_2889959_9	control	-0.0380476127725827	rank: C;alanine or glycine:cation symporter, AGCS family (db=kegg)		-0.0380476127725827	-0.0346012191724415	-0.0397720393877186
X10036	969_SemiBin_208_contig_4993931_21	stress	0.0379690439506911	rank: C;aspartate carbamoyltransferase catalytic subunit [EC:2.1.3.2] (db=kegg)		0.0379690439506911	0.00356231564063712	0.0131984006151808
X9477	967_SemiBin_89_contig_4060596_14	stress	0.0378959380887804	rank: C;adenylate kinase [EC:2.7.4.3] (db=kegg)		0.0378959380887804	-0.0140999958377124	-0.0779232903329055
X24324	MEGAHIT-MetaBAT2-S951.45_contig_1551544_32	stress	0.0378540617966696	rank: C;cell division protein FtsZ (db=kegg)		0.0378540617966696	-0.0339055077487123	0.0197867460946594
X16055	993_SemiBin_0_contig_4100195_27	control	-0.0378269825405576	rank: C;twitching motility protein PilT (db=kegg)		-0.0378269825405576	-0.0147458898009976	-0.0206023082210593
X17132	MEGAHIT-MetaBAT2-S933.133_contig_1080051_7	control	-0.0378014001887467	rank: E		-0.0378014001887467	-0.0133688975196601	0.0332047199441027
X12066	976_SemiBin_24_contig_6422266_18	control	-0.0377722475354541	rank: C;cell division transport system ATP-binding protein (db=kegg)		-0.0377722475354541	-0.00650943940004113	-0.0359266217730453
X5668	953_SemiBin_322_contig_357587_12	stress	0.0377502696900629	rank: C;UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227] (db=kegg)		0.0377502696900629	0.0309518716573859	-0.0231238613758804
